,Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Common Name (Name : Language),Date Collected,Ocean,Sea/Gulf,Country,Island,Province/State,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition,Collector(s),Field Number(s),Sex/Stage,Preparation Details (Preparation:Remarks),Measurements,Notes,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
411,202627,Specimen/Lot,,1,Cettia diphone seebohmi,,Cettia diphone seebohmi : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,Japanese Bush-Warbler,29 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-in-the-Oaks",,,2134,,"Mearns, E. A.",15441,Male,Skin: Whole,,,,,,,,,,,22 Jun 2017 15:37:00,http://n2t.net/ark:/65665/3b24ea690-90cf-4fe5-96af-94f00be1d082
412,202626,Specimen/Lot,,1,Cettia diphone seebohmi,,Cettia diphone seebohmi : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,Japanese Bush-Warbler,9 Jul 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15296,Male/Juvenile,Skin: Whole,,,,,,,,,,,22 Jun 2017 15:37:00,http://n2t.net/ark:/65665/30bfbb40b-1c04-4ca7-a697-ac484711d769
413,202628,Specimen/Lot,,1,Cettia diphone seebohmi,,Cettia diphone seebohmi : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,Japanese Bush-Warbler,22 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-in-the-Oaks",,,2134,,"Mearns, E. A.",15370,Female/Juvenile,Skin: Whole,,,,,,,,,,,22 Jun 2017 15:37:00,http://n2t.net/ark:/65665/30c876c9a-5622-4e46-a89c-cb086314a43c
414,208498,Specimen/Lot,,1,Cettia diphone seebohmi,,Cettia diphone seebohmi : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,Japanese Bush-Warbler,26 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15414,Unknown,Skin: Whole,,,,,,,,,,,22 Jun 2017 15:37:00,http://n2t.net/ark:/65665/3e2c9acab-8624-434a-8808-9c40182fde90
415,191991,Specimen/Lot,,1,Ceyx argentatus argentatus,,Ceyx argentatus argentatus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,9 May 1904,,,Philippines,Mindanao,,"Agusan River, Below Lake Dagun",,,,,"Mearns, E. A.; Mc Coy",13471,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/307da2fe8-6873-4c47-b941-938019f88d30
416,210770,Specimen/Lot,,1,Ceyx argentatus argentatus,,Ceyx argentatus argentatus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,5 Oct 1906,,,Philippines,Mindanao,,Cateel River,,,,,"Mearns, E. A.",14367,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3d3712493-1ffd-4062-ac89-2a94eb6eea43
417,201987,Specimen/Lot,,1,Ceyx cyanopectus cyanopectus,,Ceyx cyanopectus cyanopectus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,25 Mar 1907,,,Philippines,Mindoro,Mindoro Oriental,Naujan Lake,,,,,"Mearns, E. A.",15060,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3abfcce2c-055b-48d1-900f-93d11bf3224a
418,201988,Specimen/Lot,,1,Ceyx cyanopectus cyanopectus,,Ceyx cyanopectus cyanopectus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,25 Mar 1907,,,Philippines,Mindoro,Mindoro Oriental,Naujan Lake,,,,,"Mearns, E. A.",15058,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/37ed7feb5-b0c4-4c29-a17a-8e80aba59ce8
419,201985,Specimen/Lot,,1,Ceyx cyanopectus cyanopectus,,Ceyx cyanopectus cyanopectus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,1 Jun 1907,,,Philippines,Luzon,,Casiguran,,,,,"Mearns, E. A.",15238,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3746d1608-072b-454f-970f-906db8ece27f
420,201986,Specimen/Lot,,1,Ceyx cyanopectus cyanopectus,,Ceyx cyanopectus cyanopectus : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,25 Mar 1907,,,Philippines,Mindoro,Mindoro Oriental,Naujan Lake,,,,,"Mearns, E. A.",15059,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/328883ddf-b60f-47d5-ab79-62006d4a7927
421,201243,Specimen/Lot,,1,Ceyx lepidus margarethae,,Ceyx lepidus margarethae : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,22 Feb 1906,,,Philippines,Basilan,Basilan,Henry Musser's place,,,,,"Mearns, E. A.",13981,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3bc791e96-4d4e-4cb7-bd19-bc03b729726b
422,201878,Specimen/Lot,,1,Chalcites xanthorhynchus amethystinus,,Chalcites xanthorhynchus amethystinus : Cuculidae : Cuculiformes : Aves : Chordata,Cuculiformes,Cuculidae,,,,22 May 1906,,,Philippines,Mindanao,,Catagan,,,335,,"Mearns, E. A.",14191,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:07:00,http://n2t.net/ark:/65665/370ffa608-1f64-401d-b740-bd5542fbcccd
423,19806,Specimen/Lot,,1,Chalcophaps indica,,Chalcophaps indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,610,,"Mearns, E. A.",13739,Unknown,Skeleton: Partial:skull,,,,,,,,,,,13 Aug 2014 17:27:00,http://n2t.net/ark:/65665/372a8c75d-1cd9-49ec-b9d8-190568b81108
424,190594,Specimen/Lot,,1,Chalcophaps indica,,Chalcophaps indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,26 Oct 1903,,,Philippines,Mindanao,,Glan,,,,,"Mearns, E. A.; Wood, L.",13118; 90,Female/Adult,Skin: Mounted,,,,,,,,,,,11 Aug 2014 18:41:00,http://n2t.net/ark:/65665/3a89e4639-dd64-4fb2-8a94-b61d36444421
425,192122,Specimen/Lot,,1,Chalcophaps indica indica,,Chalcophaps indica indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,20 Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,"Todaya, Mount Apo",,,1219,,"Mearns, E. A.",13433; 13533,,Skin: Whole,,"Tag: ""Trapped by Bagobo native, who called it men-ah'-tod.""",,,,,,,,,23 Feb 2017 15:00:00,http://n2t.net/ark:/65665/3b9673f86-4b27-47ab-af10-6eaf70c3f5ca
426,201784,Specimen/Lot,,1,Chalcophaps indica indica,,Chalcophaps indica indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,14 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Currimao,,,,,"Mearns, E. A.",14683,Female,Skin: Whole,,,,,,,,,,,24 Feb 2017 20:01:00,http://n2t.net/ark:/65665/3c4db5e51-60b4-4752-b34e-40a4536422b5
427,191953,Specimen/Lot,,1,Chalcophaps indica indica,,Chalcophaps indica indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,19 Mar 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13416,Female/Adult,Skin: Whole,,"Tag: ""Colors of soft parts similar to 13315, male ad, but the scarlet is confined to tip of bill, and tops of toes more reddish purple.""",,,,,,,,,24 Feb 2017 19:19:00,http://n2t.net/ark:/65665/3b07d1d04-4f33-4dd2-96b7-b4a6b4855cba
428,201785,Specimen/Lot,,1,Chalcophaps indica indica,,Chalcophaps indica indica : Columbidae : Columbiformes : Aves : Chordata,Columbiformes,Columbidae,,,,24 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Vintar Lake,,,,,"Mearns, E. A.",14767,Female/Immature,Skin: Whole,,,,,,,,,,,27 Feb 2017 15:32:00,http://n2t.net/ark:/65665/366729a55-9c96-4fa2-b562-35a2c26deee6
429,210744,Specimen/Lot,,1,Charadrius alexandrinus nihonensis,,Charadrius alexandrinus nihonensis : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Snowy Plover,6 Feb 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14869,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/38bae9647-dad0-4005-980a-171ca8a5b4f4
430,210745,Specimen/Lot,,1,Charadrius alexandrinus nihonensis,,Charadrius alexandrinus nihonensis : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Snowy Plover,10 Mar 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",15039,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/31e95d64d-29c6-4268-8f3b-043814178369
431,191936,Specimen/Lot,,1,Charadrius dubius curonicus,,Charadrius dubius curonicus : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,15 Jan 1904,,,Philippines,Mindanao,Zamboanga Region,,,,,,"Mearns, E. A.",13245,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/344c861f1-7420-46ff-a817-6c84e439820f
432,191937,Specimen/Lot,,1,Charadrius dubius curonicus,,Charadrius dubius curonicus : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,15 Jan 1904,,,Philippines,Mindanao,Zamboanga Region,,,,,,"Mearns, E. A.",13244,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3f8bdc3b0-1ea9-49e8-819f-ac88ee4131b1
433,191938,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,15 Feb 1904,,,Philippines,Mindanao,,Iligan,,,,,"Mearns, E. A.",13234,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3bad91c31-8f86-4030-b931-25d81ece0b48
434,191939,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,15 Feb 1904,,,Philippines,Mindanao,,Iligan,,,,,"Mearns, E. A.",13335,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3ce4a2140-a858-4dfb-9ab0-e7e9911346b7
435,210741,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,16 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14688,unknown/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3782a23da-7b16-413c-ac22-a2016afc1f05
436,201703,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,5 Oct 1906,,,Philippines,Mindanao,,Cateel River,,,,,"Mearns, E. A.",14377,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3f7e270ad-9b6b-45cc-8e77-62abc7eba8b6
437,210742,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,19 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14707,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/32fcc367d-cc47-4611-bacb-3cb2df9e3bc1
438,210743,Specimen/Lot,,1,Charadrius dubius dubius,,Charadrius dubius dubius : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Little Ringed Plover,3 Feb 1907,,,Philippines,Luzon,Ilocos Norte,San Miguel,,,,,"Mearns, E. A.",14845,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/320a2f8d0-cd4a-4338-8a34-0cf600dabf14
439,190581,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,18 Oct 1903,,,Philippines,Mindanao,Lanao Del Sur,Malabang,7.61667,124.1,,,"Mearns, E. A.",13069,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3a5f70071-2116-4106-8e82-a7b3350180bc
440,191405,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,25 Nov 1903,,,Philippines,Sulu Archipelago,Sulu Province,"Off, Pata Island, Jolo Group",,,,,"Mearns, E. A.",13149,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3ec434033-32e1-44a5-a1bd-9d4a4b53eedc
441,201702,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,8 Oct 1906,,,Philippines,Mindanao,Davao Del Sur,"Balut Island, off S Mindanao, Sarangani Group",,,,,"Mearns, E. A.",14399,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/31904cf0a-c859-44b9-b2b4-5b3c53dcccf6
442,200617,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,5 Jan 1906,,,Philippines,,,"Sibutu Island, S, Three Islands",,,,,"Mearns, E. A.",13845,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3991d6468-654b-4e7f-bda7-fa1ba6398b0b
443,201699,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,1 Jun 1907,,,Philippines,Luzon,,Casiguran,,,,,"Mearns, E. A.",15257,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/305073702-84bb-46eb-9e87-d16964e66050
444,201700,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,1 Jun 1907,,,Philippines,Luzon,,Casiguran,,,,,"Mearns, E. A.",15258,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/324ff5c27-fed9-432a-a0b5-5a1bb9c8f112
445,201701,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,13 Oct 1906,,,Philippines,,,"Tumindao Island, Off Sitanki",,,,,"Mearns, E. A.",14419,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/30b1005a8-1c62-4959-91a3-4911e8d73de8
446,200671,Specimen/Lot,,1,Charadrius leschenaultii,,Charadrius leschenaultii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,5 Jan 1906,,,Philippines,,,"Sibutu Island, S, Three Islands",,,,,"Mearns, E. A.",13844,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/391675c77-8d99-44c8-93ae-11969c431b8a
447,191406,Specimen/Lot,,1,Charadrius mongolus,,Charadrius mongolus : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Mongolian Plover,17 Dec 1903,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",15175,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/35100136d-8521-4258-bb44-c83b06dff0c7
448,191407,Specimen/Lot,,1,Charadrius mongolus,,Charadrius mongolus : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,Mongolian Plover,23 Dec 1903,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13201,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3bd98dea6-6b44-4252-a8db-98fdc31aac73
449,190582,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,18 Oct 1903,,,Philippines,Mindanao,Lanao Del Sur,Malabang,7.61667,124.1,,,"Mearns, E. A.",13068,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/373a92861-d247-4398-b1dc-eaf58cfe94ef
450,201707,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,20 May 1907,,,Philippines,Luzon,La Union,Camp Wallace,,,,,"Mearns, E. A.",15177,Female/Immature,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3559fa7db-e8cc-4ae0-946b-1508c0dbb9d3
451,200615,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,4 Jan 1906,,,Philippines,Sulu Archipelago,Tawi-Tawi,"Dammi Island, Tawitawi Islands",,,,,"Mearns, E. A.",13836,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3fe92f55b-fe83-4a3d-b29f-61ae9f5ab7ef
452,201706,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,21 May 1907,,,Philippines,Luzon,La Union,Camp Wallace,,,,,"Mearns, E. A.",15179,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3d1850b9e-7ded-4de7-8722-b14d1cbc515b
453,201704,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,2 Oct 1906,,,Philippines,Samar,Northern Samar Province,Cajoagan Island,,,,,"Mearns, E. A.",14341,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/314d0aa08-2248-461c-963e-ce090bca56f1
454,201710,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,30 May 1907,,,Philippines,Babuyan Islands,Cagayan,Fuga Island,,,,,"Mearns, E. A.",15221,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3a5bcdf96-3e7c-4073-a8a8-1e8b8e6f2332
455,200616,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,4 Jan 1906,,,Philippines,Sulu Archipelago,Tawi-Tawi,"Dammi Island, Tawitawi Islands",,,,,"Mearns, E. A.",13835,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/3ac8f118f-52b8-41dd-95f1-06157c01fc76
456,201708,Specimen/Lot,,1,Charadrius peronii,,Charadrius peronii : Charadriidae : Charadriiformes : Aves : Chordata,Charadriiformes,Charadriidae,,,,30 May 1907,,,Philippines,Babuyan Islands,Cagayan,Fuga Island,,,,,"Mearns, E. A.",15220,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/358791b4a-b740-4c70-b541-037f4e663ec3
457,191908,Specimen/Lot,,1,Chlidonias hybridus,,Chlidonias hybridus : Laridae : Charadriiformes : Aves : Chordata,Charadriiformes,Laridae,,,Whiskered Tern,17 May 1904,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",13482,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:46:00,http://n2t.net/ark:/65665/303fa4b97-6f89-400b-94e3-3f4e190db9d0
458,191909,Specimen/Lot,,1,Chlidonias hybridus,,Chlidonias hybridus : Laridae : Charadriiformes : Aves : Chordata,Charadriiformes,Laridae,,,Whiskered Tern,18 May 1904,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",13483,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:46:00,http://n2t.net/ark:/65665/32f9fc10a-65a3-4db7-aac5-f6d400d07286
459,200798,Specimen/Lot,,1,Chrysocolaptes lucidus,,Chrysocolaptes lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,17 Feb 1906,,,Philippines,Basilan,Basilan,Basilan Island,,,,,"Mearns, E. A.",13957,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/38fe642c4-4a3f-4d27-9481-6964a555e676
460,201901,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,28 Dec 1906,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",14625,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/3d4a0e1e1-a76b-4481-8b10-b8a007af09fd
461,208334,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,22 Jul 1907,,,Philippines,Luzon,Benguet,Haights-In-the-Oaks,,,2134,,"Mearns, E. A.",15368,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/303c18a26-7c3d-454e-9a51-ac664577c877
462,208336,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,Haights-In-the-Oaks,,,2134,,"Mearns, E. A.",15389,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/3d8fea762-68a4-46aa-b401-1ac3910c4de3
463,208338,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,27 Jul 1907,,,Philippines,Luzon,Benguet,Haights-In-the-Oaks,,,2134,,"Mearns, E. A.",15415,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/3e7c9814d-665d-41a7-b5cf-ddb45ff4b3a0
464,208335,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,22 Jul 1907,,,Philippines,Luzon,Benguet,Haights-In-the-Oaks,,,2134,,"Mearns, E. A.",15369,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/33c1a4019-b910-40e9-b98a-3c6715f6328a
465,208337,Specimen/Lot,,1,Chrysocolaptes lucidus haematribon,,Chrysocolaptes lucidus haematribon : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,26 Jul 1907,,,Philippines,Luzon,Benguet,Haights-In-the-Oaks,,,2134,,"Mearns, E. A.",15407,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:53:00,http://n2t.net/ark:/65665/312af0d01-3324-461f-8944-a8127e3b0c0a
466,190179,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,13 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12897,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/340e682cf-8ca4-4f6c-a5e2-7426dd339447
467,190180,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,24 Aug 1903,,,Philippines,Mindanao,,Pantar,,,,,"Mearns, E. A.",12934,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/356af6b35-d011-440d-8dde-5525b88dc0b6
468,190181,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,26 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12953,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/3a0ddbf81-7de8-4f31-b580-e9e10c1a101f
469,191833,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,18 Jan 1904,,,Philippines,Basilan,Basilan,Isabella,,,,,"Mearns, E. A.",13265,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/399923249-ecf4-4f6a-a07c-4d7d09671ff3
470,191448,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,31 Dec 1903,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13210,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/3ff89e000-1b51-417c-b8d8-d341eb945fa3
471,191973,Specimen/Lot,,1,Chrysocolaptes lucidus lucidus,,Chrysocolaptes lucidus lucidus : Picidae : Piciformes : Aves : Chordata,Piciformes,Picidae,,,,30 Jan 1904,,,Philippines,Mindanao,,"Bung Bung, Subano Village",,,,,"Mearns, E. A.",13208,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:52:00,http://n2t.net/ark:/65665/367423af7-1e7c-4531-84cb-97f40fa6999f
