,Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Common Name (Name : Language),Date Collected,Ocean,Sea/Gulf,Country,Island,Province/State,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition,Collector(s),Field Number(s),Sex/Stage,Preparation Details (Preparation:Remarks),Measurements,Notes,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
60,192159,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,4 Jul 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,1219,,"Mearns, E. A.",13642,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/311a330db-d023-4895-86bd-f56ea463abe3
61,192160,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,4 Jul 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,1219,,"Mearns, E. A.",13643,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/36b1486a4-cccc-4852-a3cc-274f4ffabb8e
62,192161,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,4 Jul 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,1219,,"Mearns, E. A.",13644,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c4833cf8-b435-4b2b-8b84-56d36e6d2998
63,192303,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,11 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,1219,,"Mearns, E. A.",13724,Male/Immature,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c71c6c99-08fc-4115-be74-dba16a58534e
64,192162,Specimen/Lot,Types,1,Aerodramus whiteheadi origenis,Collocalia origenis Oberholser,Aerodramus whiteheadi origenis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,Type,"Oberholser. July 26, 1906. Proc. Acad. Nat. Sci. Philadelphia. 58: 180 (in key) 191.",,4 Jul 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,6.989439999999999,125.27,1219,,"Mearns, E. A.",13645,Male/Adult,Skin: Whole,,,,,,,,,,,11 Oct 2017 15:46:00,http://n2t.net/ark:/65665/36f210bac-e129-4005-954f-01012625e2f9
65,B 30977,Specimen/Lot,,1,Aethopyga boltoni,,Aethopyga boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,11 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,,,"Mearns, E. A.",14: PARENTS #13585,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/303957341-d2f3-402d-8895-32288dcb97af
66,223417,Specimen/Lot,,1,Aethopyga boltoni,,Aethopyga boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,31 May 1906,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",14256,Female/Adult,"Skeleton: Whole:converted to skeleton 1992, bad - soft",,,,,,,,,,,13 Aug 2014 13:54:00,http://n2t.net/ark:/65665/357da39ef-3677-4a1d-a32f-c14eef8aa2d4
67,192279,Specimen/Lot,Types,1,Aethopyga boltoni boltoni,Aethopyga boltoni Mearns,Aethopyga boltoni boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,Type,"Mearns. January 20, 1905. Proc. Biol. Soc. Washington. 18: 4.",,25 Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,6.989439999999999,125.27,1905,,"Mearns, E. A.",13585,Male/Adult,Skin: Whole,,,,,,,,,,,01 Nov 2017 18:43:00,http://n2t.net/ark:/65665/3e395e7af-231d-4695-b679-576ca7ee0bf3
68,192280,Specimen/Lot,,1,Aethopyga boltoni boltoni,,Aethopyga boltoni boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,26 Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,1905,,"Mearns, E. A.",13584,Male/Immature,Skin: Whole,,Bonobo name: kah-po-yo-po-yo,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/36e01265f-1332-4ca9-b491-73f5dc5bda7e
69,192278,Specimen/Lot,,1,Aethopyga boltoni boltoni,,Aethopyga boltoni boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,30 Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,2377,,"Mearns, E. A.",13537,Male/Immature,Skin: Whole,,Bonobo name: kah-po-yo-po-yo,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3428dd403-928a-4130-8b88-5c6dc22e15a8
70,192277,Specimen/Lot,,1,Aethopyga boltoni boltoni,,Aethopyga boltoni boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,20 Jun 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,6.989439999999999,125.27,1829,,"Mearns, E. A.",13541,Male/Adult,Skin: Whole,,"Bogobo name: cah-pue-yoo-ahn!, fluttered like a hummingbird",,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3dce80d82-d1e1-4ddd-baf0-60306acaabdb
71,192282,Specimen/Lot,,1,Aethopyga boltoni boltoni,,Aethopyga boltoni boltoni : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,8 Jul 1904,,,Philippines,Mindanao,Davao del Sur / North Cotabato,Mount Apo,,,1890,,"Mearns, E. A.",13663,Male/Immature,Skin: Whole,,,,,,,,,,,11 Apr 2016 19:00:00,http://n2t.net/ark:/65665/38b74d671-821b-407b-9828-3d6677e31f13
72,202453,Specimen/Lot,,1,Aethopyga boltoni malindangensis,,Aethopyga boltoni malindangensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,14 May 1906,,,Philippines,Mindanao,Misamis Occidental,"Mount Lebo, summit",,,1753,,"Mearns, E. A.",14139,Male,Skin: Whole,,,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/33a5e7311-495b-444d-a3ab-5d9dfc4c8fc7
73,202455,Specimen/Lot,,1,Aethopyga boltoni malindangensis,,Aethopyga boltoni malindangensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,28 May 1906,,,Philippines,Mindanao,Misamis Occidental,"Mount Bliss, summit",,,1753,,"Mearns, E. A.",14225,Male,Skin: Whole,,,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3611526c9-8f2f-47ab-8dd8-b834058c754c
74,210827,Specimen/Lot,,1,Aethopyga boltoni malindangensis,,Aethopyga boltoni malindangensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,21 May 1906,,,Philippines,Mindanao,Misamis Occidental,"Mount Lebo, summit",,,1753,,"Mearns, E. A.",14172,Female,Skin: Whole,,,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3f4a10851-9266-4b33-ba51-27b9aeeec574
75,210828,Specimen/Lot,,1,Aethopyga boltoni malindangensis,,Aethopyga boltoni malindangensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,30 May 1906,,,Philippines,Mindanao,Misamis Occidental,"Mount Bliss, summit",,,1753,,"Mearns, E. A.",14249,Male/Immature,Skin: Whole,,,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3cf508d4c-4bfb-4cf4-8a7f-bf9ece99e59f
76,210826,Specimen/Lot,,1,Aethopyga boltoni malindangensis,,Aethopyga boltoni malindangensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,6 Jun 1906,,,Philippines,Mindanao,Misamis Occidental,"Grand Malindang, near summit",,,2743,,"Mearns, E. A.",14128,Male,Skin: Whole,,,,,,,,,,,15 Apr 2016 15:47:00,http://n2t.net/ark:/65665/3a11cb8a8-474e-4d7d-b909-8743f095010d
77,192321,Specimen/Lot,,1,Aethopyga primigenius primigenius,,Aethopyga primigenius primigenius : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,11 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",6.989439999999999,125.27,1219,,"Mearns, E. A.",13685,Female/Adult,Skin: Whole,,"native name: kah-poi-yah-poi-yuh, killed on nest, nest kept",,,,,,,,,15 Apr 2016 15:41:00,http://n2t.net/ark:/65665/3821ac5fd-eab3-4dfb-bf0f-c5306ff3a719
78,190686,Specimen/Lot,,1,Aethopyga shelleyi bella,,Aethopyga shelleyi bella : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,25 Sep 1903,,,Philippines,Mindanao,Misamis Region,Camp Pantar,,,,,"Mearns, E. A.",13021,Female/Adult,Skin: Whole,,,,,,,,,,,15 Apr 2016 17:21:00,http://n2t.net/ark:/65665/347d9c288-fe97-415b-8c7e-838aff73a755
79,202457,Specimen/Lot,,1,Aethopyga shelleyi flavipectus,,Aethopyga shelleyi flavipectus : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,15 Nov 1906,,,Philippines,Mindoro,Mindoro Oriental,"Mount Halcon, spur of main ridge",,,1372,,"Mearns, E. A.",14484,Male,Skin: Whole,,,,,,,,,,,15 Apr 2016 17:21:00,http://n2t.net/ark:/65665/36d3a9418-81e2-4dc5-add4-143f6a4c1220
80,190605,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,23 Oct 1903,,,Philippines,Mindanao,,Manay,,,,,"Mearns, E. A.",13091; 65,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3c958bc19-8eac-4100-a81b-9ce72a1c420c
81,190606,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,26 Oct 1903,,,Philippines,Mindanao,,"Sarangani Bay, Bula",,,,,"Mearns, E. A.",13109; 83,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3b7bcba09-1de2-4926-a0de-3a5c0c84d1b1
82,190607,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,23 Oct 1903,,,Philippines,Mindanao,,Mati,,,,,"Mearns, E. A.",13095; 69,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/383dfa520-3135-46d8-8106-2189466144c4
83,191460,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,5 Dec 1903,,,Philippines,Mindanao,Zamboanga Region,"Zamboanga, Off, Santa Cruz Island",,,,,"Mearns, E. A.",13161,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/30ae6e854-e640-420f-b1fe-847cb2b2d183
84,191461,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,19 Dec 1903,,,Philippines,Mindanao,,Mercedes,,,,,"Mearns, E. A.",13192,Male/Immature,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3e606dc20-4b84-4612-b77a-497ba437e795
85,201240,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,27 Jan 1906,,,Philippines,Basilan,Basilan,Isabella,,,,,"Mearns, E. A.",13909,unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3e686cb24-a045-499b-a4d5-930b14680c8b
86,201979,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,6 Feb 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14866,unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/32c42e7e8-272f-41e1-b100-f61a171fe9a5
87,201983,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,4 Nov 1906,,,Philippines,Mindoro,Mindoro Oriental,Camp Bergen,,,,,"Mearns, E. A.",14454,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3176488bd-8c88-4626-9bce-7ccd0a457f5e
88,201984,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,12 Sep 1906,,,Philippines,Palawan,Palawan,"Islets of Malampaya, Sound",,,,,"Mearns, E. A.",14321,Female/Immature,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/37de4a402-9cb9-433a-9eb4-deb6a93a9169
89,201242,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,3 Mar 1906,,,Philippines,Basilan,,,,,,,"Mearns, E. A.",13995,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3fce2bb64-a531-44ca-98df-658103ef590d
90,201976,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,20 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14717,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3d97eef7f-dc7f-40e4-8d70-2dc446e1531c
91,201980,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,9 Mar 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",15033,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/35a5f07e8-e82c-4224-ac21-a50058377d56
92,201241,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,21 Feb 1906,,,Philippines,Basilan,Basilan,,,,,,"Mearns, E. A.",13971,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3f2c76f6f-e1c4-41ff-83e0-deb346bf7709
93,201978,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,23 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14756,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3e0a17bef-917f-48d9-b0a6-b23a2ac6cf87
94,201977,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,21 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14739,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3fc07872c-14eb-4e63-bed1-f66356afcbcc
95,201981,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,2 Feb 1907,,,Philippines,Luzon,Ilocos Norte,"Laoag River, mouth",,,,,"Mearns, E. A.",14837,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/35018cfdc-1fbe-44af-a9eb-34c7f2d8082d
96,201982,Specimen/Lot,,1,Alcedo atthis bengalensis,,Alcedo atthis bengalensis : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,3 Oct 1906,,,Philippines,Samar,Eastern Samar Province,Lanang,,,,,"Mearns, E. A.",14348,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3f1afec8b-e190-4022-b310-0da25fdbb9ba
97,201239,Specimen/Lot,,1,Alcedo meninting verreauxii,,Alcedo meninting verreauxii : Alcedinidae : Coraciiformes : Aves : Chordata,Coraciiformes,Alcedinidae,,,,18 Feb 1906,,,Philippines,Basilan,,,,,,,"Mearns, E. A.",13958,unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/36aeece71-598f-4b1d-968f-23eaf195167d
98,190146,Specimen/Lot,,1,Amaurornis phoenicurus,,Amaurornis phoenicurus : Rallidae : Gruiformes : Aves : Chordata,Gruiformes,Rallidae,,,,22 Aug 1903,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",12926,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:25:00,http://n2t.net/ark:/65665/399c6f55d-387e-4376-9af6-c3a5150d8a10
99,191390,Specimen/Lot,,1,Amaurornis phoenicurus,,Amaurornis phoenicurus : Rallidae : Gruiformes : Aves : Chordata,Gruiformes,Rallidae,,,,26 Nov 1903,,,Philippines,Sulu Archipelago,Sulu Province,"Jolo, Jolo Island, Jolo Group",,,,,"Mearns, E. A.",13150,Male,Skin: Mounted,,,,,,,,,,,11 Aug 2014 18:41:00,http://n2t.net/ark:/65665/3d7e4561e-d6bd-4a08-8094-9da25c8f13ab
100,191857,Specimen/Lot,,1,Amaurornis phoenicurus,,Amaurornis phoenicurus : Rallidae : Gruiformes : Aves : Chordata,Gruiformes,Rallidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",73391,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:25:00,http://n2t.net/ark:/65665/3b37cdce1-444b-4997-b934-7b11ddc51bed
101,191858,Specimen/Lot,,1,Amaurornis phoenicurus,,Amaurornis phoenicurus : Rallidae : Gruiformes : Aves : Chordata,Gruiformes,Rallidae,,,,25 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13864,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:25:00,http://n2t.net/ark:/65665/3cd2472bb-a4ab-425a-a4d9-fb4d78d3188c
102,201726,Specimen/Lot,,1,Amaurornis phoenicurus,,Amaurornis phoenicurus : Rallidae : Gruiformes : Aves : Chordata,Gruiformes,Rallidae,,,,25 Mar 1907,,,Philippines,Mindoro,,,,,,,"Mearns, E. A.",15064,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 19:25:00,http://n2t.net/ark:/65665/33ff3f3f8-006f-4062-9ed1-836d28723f4a
103,190142,Specimen/Lot,,1,Anas luzonica,,Anas luzonica : Anatidae : Anseriformes : Aves : Chordata,Anseriformes,Anatidae,,,,30 Aug 1903,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:57:00,http://n2t.net/ark:/65665/3d4ca8220-6617-4f32-a950-2e1cd6367d10
104,201658,Specimen/Lot,,1,Anas luzonica,,Anas luzonica : Anatidae : Anseriformes : Aves : Chordata,Anseriformes,Anatidae,,,,27 Jan 1907,,,Philippines,Luzon,,,,,,,"Mearns, E. A.",,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:58:00,http://n2t.net/ark:/65665/318817f0a-f945-41cf-bc12-45c793e4bf16
105,208306,Specimen/Lot,,1,Anas luzonica,,Anas luzonica : Anatidae : Anseriformes : Aves : Chordata,Anseriformes,Anatidae,,,,6 May 1907,,,Philippines,Luzon,,,,,,,"Mearns, E. A.",,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:58:00,http://n2t.net/ark:/65665/3ce085b6d-2e2f-4cb3-bd77-9f3d8db0257f
106,210736,Specimen/Lot,,1,Anas penelope,,Anas penelope : Anatidae : Anseriformes : Aves : Chordata,Anseriformes,Anatidae,,,Eurasian Wigeon,27 Jan 1907,,,Philippines,Luzon,,,,,,,"Mearns, E. A.",,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:58:00,http://n2t.net/ark:/65665/312b223e6-32b8-4fe1-baaa-aa90d6276148
107,190647,Specimen/Lot,,1,Anhinga melanogaster,,Anhinga melanogaster : Anhingidae : Pelecaniformes : Aves : Chordata,Pelecaniformes,Anhingidae,,,,27 Sep 1903,,,Philippines,Mindoro,,"Lake Lanao, Near Marawi",,,,,"Mearns, E. A.",13337,unknown/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:26:00,http://n2t.net/ark:/65665/3b7e24b00-a5e4-4973-bb30-2db9912d4ffb
108,190648,Specimen/Lot,,1,Anhinga melanogaster,,Anhinga melanogaster : Anhingidae : Pelecaniformes : Aves : Chordata,Pelecaniformes,Anhingidae,,,,22 Sep 1903,,,Philippines,Mindoro,,"Camp Pantar, Agus River, Outlet of Lake Lanao",,,,,"Mearns, E. A.",13013,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:26:00,http://n2t.net/ark:/65665/3d5464d4b-8b53-4f30-be42-cec6fd4357b4
109,201656,Specimen/Lot,,1,Anhinga melanogaster,,Anhinga melanogaster : Anhingidae : Pelecaniformes : Aves : Chordata,Pelecaniformes,Anhingidae,,,,25 Mar 1907,,,Philippines,Mindoro,Mindoro Oriental,Lake Naujan,,,,,"Mearns, E. A.",15070,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:26:00,http://n2t.net/ark:/65665/3879022e1-f53d-4157-919d-6ac13a69e322
110,201657,Specimen/Lot,,1,Anhinga melanogaster,,Anhinga melanogaster : Anhingidae : Pelecaniformes : Aves : Chordata,Pelecaniformes,Anhingidae,,,,25 Mar 1907,,,Philippines,Mindoro,Mindoro Oriental,Lake Naujan,,,,,"Mearns, E. A.",15071,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:26:00,http://n2t.net/ark:/65665/3a4d677cd-76d4-4498-a3c5-51523359ac95
111,202460,Specimen/Lot,,1,Anthreptes malacensis birgitae,,Anthreptes malacensis birgitae : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,1 Jun 1907,,,Philippines,Luzon,,Casiguran,16.1329,121.94200000000001,,,"Mearns, E. A.",15243; 66,Female,Skin: Whole,,,,,,,,,,,08 Dec 2015 18:06:00,http://n2t.net/ark:/65665/3f59fe379-f8ad-41ea-9161-0b5898dab34f
112,202459,Specimen/Lot,,1,Anthreptes malacensis birgitae,,Anthreptes malacensis birgitae : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,1 Jun 1907,,,Philippines,Luzon,,Casiguran,16.1329,121.94200000000001,,,"Mearns, E. A.",15244; 67,Female,Skin: Whole,,,,,,,,,,,08 Dec 2015 18:06:00,http://n2t.net/ark:/65665/3d523f974-fe1c-4271-98be-a0fc609807a4
113,191897,Specimen/Lot,Types,1,Anthreptes malacensis cagayanensis,Anthreptes cagayanensis Mearns,Anthreptes malacensis cagayanensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,Type,"Mearns. January 20, 1905. Proc. Biol. Soc. Washington. 18: 6.",,25 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13270,Male/Adult,Skin: Whole,,,,,,,,,,,01 Nov 2017 18:29:00,http://n2t.net/ark:/65665/3b29b52fb-f000-4cbd-aab6-022b4d0438b6
114,191898,Specimen/Lot,,1,Anthreptes malacensis cagayanensis,,Anthreptes malacensis cagayanensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13276,Male/Adult,Skin: Whole,,"common species, Zamboang Moros call this Tal-lu-gus-lu-gus",,,,,,,,,08 Dec 2015 16:32:00,http://n2t.net/ark:/65665/3171c9e28-ad91-4098-9573-ada1e490a002
115,202463,Specimen/Lot,,1,Anthreptes malacensis cagayanensis,,Anthreptes malacensis cagayanensis : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,15 Oct 1907,,,Philippines,Cagayan Sulu Islands,Tawitawi,Cagayan Sulu Island,,,,,"Mearns, E. A.",14434,Female,Skin: Whole,,,,,,,,,,,08 Dec 2015 16:32:00,http://n2t.net/ark:/65665/31647f610-3fa2-48e2-8dab-89c5c3a91343
116,202461,Specimen/Lot,,1,Anthreptes malacensis chlorigaster,,Anthreptes malacensis chlorigaster : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,20 May 1906,,,Philippines,Mindanao,,Catagan,,,335,,"Mearns, E. A.",14165,Female,Skin: Whole,,,,,,,,,,,07 Dec 2015 21:08:00,http://n2t.net/ark:/65665/30b4e37b3-735e-4a7b-b43e-4dc861969a2e
117,192323,Specimen/Lot,,1,Anthreptes malacensis chlorigaster,,Anthreptes malacensis chlorigaster : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,17 Jul 1904,,,Philippines,Mindanao,Davao Del Norte,"Talicud Island, off Samal Island",,,,,"Mearns, E. A.",13705,Male/Juvenile,Skin: Whole,,,,,,,,,,,07 Dec 2015 21:08:00,http://n2t.net/ark:/65665/37a6f4c48-56c1-4a49-8c9b-5700577f484e
118,192324,Specimen/Lot,,1,Anthreptes malacensis chlorigaster,,Anthreptes malacensis chlorigaster : Nectariniidae : Passeriformes : Aves : Chordata,Passeriformes,Nectariniidae,,,,17 Jul 1904,,,Philippines,Mindanao,Davao Del Norte,"Talicud Island, off Samal Island",,,,,"Mearns, E. A.",13706,Male/Juvenile,Skin: Whole,,,,,,,,,,,07 Dec 2015 21:08:00,http://n2t.net/ark:/65665/3a1c8aab6-9ade-42ac-a869-ca05d8b54912
