Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"00758329","447441","Flowering plants and ferns","","","Sapindales","Sapindaceae","","","Cardiospermum halicacabum L.","","4726 : Cardiospermum halicacabum L. : Sapindaceae : Sapindales : Dicotyledonae","Balloon vine; Farolitos; Kag-Dohio; love in a puff; Makiipahu; Panela; Penela wel; Poniu; Tapipo'otu","",,"","","Mearns, E. A.","62","21 Jun 1904","42 - Malesia","","Philippines","Mindanao","","Jamboauga.","","","","",,"","",,,"","",,"","","","","","","","","","10 Sep 2018 19:58:00","http://n2t.net/ark:/65665/3924d0df0-6b62-43fc-b795-0bb3cf1c895f"
"00758326","625761","Flowering plants and ferns","","","Sapindales","Sapindaceae","","","Cardiospermum halicacabum L.","","4726 : Cardiospermum halicacabum L. : Sapindaceae : Sapindales : Dicotyledonae","Balloon vine; Farolitos; Kag-Dohio; love in a puff; Makiipahu; Panela; Penela wel; Poniu; Tapipo'otu","",,"","","Mearns, E. A.","3213","27 May 1907","42 - Malesia","","Philippines","","","Santo Domingo de Baseo, Batan Island.","","","","",,"","",,,"","",,"","","","","","","","","","10 Sep 2018 19:58:00","http://n2t.net/ark:/65665/376ad80b8-1eba-4570-9dd5-9a7a36d8b24d"
"00758330","447440","Flowering plants and ferns","","","Sapindales","Sapindaceae","","","Cardiospermum halicacabum L.","","4726 : Cardiospermum halicacabum L. : Sapindaceae : Sapindales : Dicotyledonae","Balloon vine; Farolitos; Kag-Dohio; love in a puff; Makiipahu; Panela; Penela wel; Poniu; Tapipo'otu","",,"","","Mearns, E. A.","61","21 Jun 1904","42 - Malesia","","Philippines","Mindanao","","Jamboauga.","","","","",,"","",,,"","",,"","","","","","","","","","10 Sep 2018 19:58:00","http://n2t.net/ark:/65665/3691c945f-667d-418d-8742-8e6557cf5585"
"02146856","628471","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Carex filicina Nees","","0525 : Carex filicina Nees : Cyperaceae : Cyperales : Monocotyledonae","ria-ria; Ombu : Mendi","",,"","","Mearns, E. A.","76*","10 Dec 1915","42 - Malesia","","Philippines","","","Luzon - Summit of Santo Tomas Mt.","","","",2237,,"","",,,"","",,"","","","","","","","","","02 Nov 2017 21:08:00","http://n2t.net/ark:/65665/3cf1173f7-1f8e-4071-bc78-b5b3f47aab07"
"02146813","706264","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Carex rafflesiana Boott","","0525 : Carex rafflesiana Boott : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4764","May 1906","42 - Malesia","","Philippines","","","Mt. Malindano, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","02 Nov 2017 21:40:00","http://n2t.net/ark:/65665/353a270a3-379e-4ea9-8fc8-c985d09ad10e"
"03028844","447422","Flowering plants and ferns","","","Violales","Caricaceae","","","Carica papaya L.","","5377 : Carica papaya L. : Caricaceae : Violales : Dicotyledonae","Babai; Babai; Babaia; Bobai; Bwebwai; Esi; Female plant called babai ni pin, male plant is babai ni pumon. (R&G); Keinabu; Kenabu; Kinapu; Kipwau; Kupaw; Lechosa; Mami; Mamuiap; melon tree; memimap : Pohnpeian; Mwemweara; Pai wai; Paiwai; Papaya : Spanish; Papaya : Guamanian; papaya; Papaya; Papaya; Papaya; Papaya halen talo : Guamanian; Papaya, Lechosa; Papaya.; Papaya. Informant Santos; Papaye.; pawpaw; Tabuararao. (not clear whether this is a common name or a place name); Te babai; Tiakai memeapu is flowers. Memeapu, tiraumemeapu is leaves; Vi papai; Waiwai; Wild Papaya; Kates Gantung; Grandel","",,"","","Mearns, E. A.","34","21 Jan 1904","42 - Malesia","","Philippines","","","Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","09 Jan 2019 02:22:00","http://n2t.net/ark:/65665/309492a77-cc5c-43cf-b063-819601ebc623"
"03231044","447569","Flowering plants and ferns","","","Gentianales","Apocynaceae","","","Catharanthus roseus (L.) G. Don","","6597 : Catharanthus roseus (L.) G. Don : Apocynaceae : Gentianales : Dicotyledonae","Flor Boba.; Madagascar periwinkle; Tapak Doro; Todo el Año or Catalana.; parawita : Zapotec; parawita : Zapotec; paragüita : Spanish","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan; Sulu Id.","","","","","Non-native","","",,,"","",,"","","","","","","","","","15 Mar 2019 18:45:00","http://n2t.net/ark:/65665/3bf2afa47-f4a3-4a25-b65d-992e2c46ac0c"
"03231042","447725","Flowering plants and ferns","","","Gentianales","Apocynaceae","","","Catharanthus roseus (L.) G. Don","","6597 : Catharanthus roseus (L.) G. Don : Apocynaceae : Gentianales : Dicotyledonae","Flor Boba.; Madagascar periwinkle; Tapak Doro; Todo el Año or Catalana.; parawita : Zapotec; parawita : Zapotec; paragüita : Spanish","",,"","","Mearns, E. A.","s.n.","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar; Mindanao.","","","","","Non-native","","",,,"","",,"","","","","","","","","","15 Mar 2019 18:45:00","http://n2t.net/ark:/65665/34ad236d4-88b4-4a59-a8ce-752c8b413b8d"
"03231043","447724","Flowering plants and ferns","","","Gentianales","Apocynaceae","","","Catharanthus roseus (L.) G. Don","","6597 : Catharanthus roseus (L.) G. Don : Apocynaceae : Gentianales : Dicotyledonae","Flor Boba.; Madagascar periwinkle; Tapak Doro; Todo el Año or Catalana.; parawita : Zapotec; parawita : Zapotec; paragüita : Spanish","",,"","","Mearns, E. A.","s.n.","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar; Mindanao.","","","","","Non-native","","",,,"","",,"","","","","","","","","","15 Mar 2019 18:45:00","http://n2t.net/ark:/65665/390979993-25b5-4105-b26c-c6c1399ecad6"
"01623447","628490","Flowering plants and ferns","","","Asterales","Asteraceae","Cichorioideae","Vernonieae","Centratherum fruticosum","","8738 : Centratherum fruticosum : Asteraceae : Asterales : Dicotyledonae","","",,"","","Mearns, E. A.","52","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon - Mt, Santo Tomas,","","","",2134,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:20:00","http://n2t.net/ark:/65665/315158691-cb0f-44f7-abb3-9da94b40618b"
"00093503","708908","Flowering plants and ferns","Type Register","","Orchidales","Orchidaceae","","","Ceratostylis latipetala Ames","","1587 : Ceratostylis latipetala Ames : Orchidaceae : Orchidales : Monocotyledonae","","Ceratostylis latipetala Ames : Isotype, Ames, O. 1910. Philipp. J. Sci. 4: 671., Original publication and alleged type specimen examined",,"","","Mearns, E. A.; Hutchinson, W. I.","4661","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","","Mindanao","","","",,"","",,"fiche number : 0151/C03","","",,"","","","","","","","","","27 Apr 2017 17:59:00","http://n2t.net/ark:/65665/3cd3b3be9-b741-43e0-b68a-b6526a7aebdb"
"03044224","1238343","Flowering plants and ferns","","","Rhizophorales","Rhizophoraceae","","","Ceriops tagal (Perr.) C.B. Rob.","","5522 : Ceriops tagal (Perr.) C.B. Rob. : Rhizophoraceae : Rhizophorales : Dicotyledonae","mkoko; Tangar : Malay; Tenger : Brunei; tenger : Brunei; Tengah : Malay; Biut; Dengs; Manggoegwa (Manikiong language); Wurri : Roro, Delena","",,"","","Mearns, E. A.","s.n.","4 Jan 1906","42 - Malesia","","Philippines","Muslim Mindanao","","Dammi Island, Sulu group.","","","","",,"","",,,"","",,"","","","","","","","","","09 Jan 2019 02:30:00","http://n2t.net/ark:/65665/301adc93c-5c9f-4f03-a753-85dce1fd0fb7"
"01655224","625807","Flowering plants and ferns","","","Polypodiales","Thelypteridaceae","","","Chingia ferox (Blume) Holttum","","F186 : Chingia ferox (Blume) Holttum : Thelypteridaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 3515","Jul 1907","42 - Malesia","","Philippines","","","Benguet Prov, Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","02 Nov 2016 00:05:00","http://n2t.net/ark:/65665/3252eda22-c558-4d68-9232-4a96559c4ec9"
"01544046","625734","Flowering plants and ferns","","","Polypodiales","Thelypteridaceae","","","Christella arida (D. Don) Holttum","","F192 : Christella arida (D. Don) Holttum : Thelypteridaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 2893","3 Jun 1907","42 - Malesia","","Philippines","","","Pili Hot Springs, Albay Prov., Luzon","","","","",,"","",,,"","",,"","","","","","","","","","01 Nov 2016 02:30:00","http://n2t.net/ark:/65665/31c5bce15-f467-4663-aa8c-14f832bd9839"
"02159745","628491","Flowering plants and ferns","","","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium sp.","","9462 : Cirsium sp. : Asteraceae : Asterales : Dicotyledonae","Canada thistle; Thistle","",,"","","Mearns, E. A.","53","10 Dec 1905","42 - Malesia","","Philippines","","","Luzon-Mt. Santo Tomas","","","",1981,,"","",,,"","",,"","","","","","","","","","04 Aug 2017 14:35:00","http://n2t.net/ark:/65665/3500f6fe6-ced2-4dfe-92b5-d5b50b85771f"
"01126204","708920","Flowering plants and ferns","","","Rhamnales","Vitaceae","","","Cissus adnata Roxb.","","4918 : Cissus adnata Roxb. : Vitaceae : Rhamnales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","4697","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt Malindang","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","11 Jul 2019 12:58:00","http://n2t.net/ark:/65665/340ba67fa-97d1-4054-9f48-b1824324e6fe"
"03312953","447592","Flowering plants and ferns","","","Sapindales","Rutaceae","","","Citrus macroptera Montrouz.","","4100 : Citrus macroptera Montrouz. : Rutaceae : Sapindales : Dicotyledonae","Garudokku; Moli kurukuru","",,"","","Mearns, E. A.","s.n.","11 Mar 1904","42 - Malesia","","Philippines","","","Rio Grande Valley. Seranaya, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","12 Jul 2019 16:35:00","http://n2t.net/ark:/65665/3f2baa9a0-11d4-4cad-ab99-754c434d77a8"
"01254988","625778","Flowering plants and ferns","Crowdsourcing Project","","Euphorbiales","Euphorbiaceae","","","Claoxylon sp.","","4366 : Claoxylon sp. : Euphorbiaceae : Euphorbiales : Dicotyledonae","Guruako : Kwara'ae; kajoe si topoe batoe; Kokkorrerrek : Onjob, Koreaf; Mol-letu; Vapuappa","",,"","","Mearns, E. A.","3422","May 1907","42 - Malesia","","Philippines","Bicol","","Province of Benquet","","","","",,"","",,,"","","Crowdsourcing: Transcribed by digital volunteers","","","","","","","","","","08 Sep 2016 20:26:00","http://n2t.net/ark:/65665/33086005c-54ac-4652-ba1b-f8d2e98e3198"
"02774015","447412","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum bethuneanum H. Low","","7191 : Clerodendrum bethuneanum H. Low : Lamiaceae : Lamiales : Dicotyledonae","","",,"","","Mearns, E. A.","24","21 Jan 1904","42 - Malesia","","Philippines","","","Philippine Islands. Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","24 May 2018 21:51:00","http://n2t.net/ark:/65665/3b3d03325-b088-423b-8550-2820acb3c838"
"02774016","447411","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum bethuneanum H. Low","","7191 : Clerodendrum bethuneanum H. Low : Lamiaceae : Lamiales : Dicotyledonae","","",,"","","Mearns, E. A.","23","21 Jan 1904","42 - Malesia","","Philippines","","","Philippine Islands. Zamboanga, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","24 May 2018 21:51:00","http://n2t.net/ark:/65665/3ef2f90ff-3399-48f7-b858-641a41bdf501"
"02774088","1238342","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum inerme (L.) Gaertn.","","7191 : Clerodendrum inerme (L.) Gaertn. : Lamiaceae : Lamiales : Dicotyledonae","tutuhina : Semis; Tutuhina : Tongan; Tutuhina : Tongan; Tutuhina : Tongan; Tutuhina : Tongan; Aloalotai; Aloalo tai (L), fuefuesina (L); Stloalo Tai; aloalo tai : language unknown; alo alo tai : language unknown; Lodogao [or] Lodagao; Lodugau; Ilau : Pohnpeian; Te inato; habwi (language); habui (language unknown); aupui (language unknown); Apuech; ulo (language unknown); ula; Apuch; Apuech; apuech; pucherik (west) itin. (language unknown.); etin [and] abuts (language unknown.); awai; habui; leruc; l ruch; ara (Yapese), l'ruch (many others).; laruch (M.M.), geki (L); Habiya; kellel-lap-ni; Emrert; umbreret; ihlau (Ponapean), Kawak (Kusaien); Ilau (langage unknown); tihia; Di hia (language unknown); embrert","",,"","","Mearns, E. A.","s.n.","21 Jan 1906","42 - Malesia","","Philippines","","","Palmas Island, Pacific Ocean.","","","","",,"","",,,"","",,"","","","","","","","","","25 Apr 2018 17:21:00","http://n2t.net/ark:/65665/330e6399b-62eb-471b-aafd-a328e5049309"
"02774162","708888","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum mindorense","","7191 : Clerodendrum mindorense : Lamiaceae : Lamiales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4550","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","25 Apr 2018 17:23:00","http://n2t.net/ark:/65665/3b7a130d9-fcbb-4fca-9d62-225238b4418b"
"02774152","447581","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum philippinum Schauer","","7191 : Clerodendrum philippinum Schauer : Lamiaceae : Lamiales : Dicotyledonae","Rose Alba Blance : Creole-Patois","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan-Sulu Island","","","","",,"","",,,"","",,"","","","","","","","","","25 Apr 2018 17:20:00","http://n2t.net/ark:/65665/3e7b52c3a-a69a-47b0-82f1-9ad2dfe8f9a2"
"02774209","447480","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Clerodendrum williamsii Elmer","","7191 : Clerodendrum williamsii Elmer : Lamiaceae : Lamiales : Dicotyledonae","","",,"","","Mearns, E. A.","121","25 Sep 1903","42 - Malesia","","Philippines","","","Philippine Islands. Pantar: Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","17 Mar 2018 07:38:00","http://n2t.net/ark:/65665/3900e9647-09b0-4790-ab15-92cddb1d9738"
"03102795","706252","Flowering plants and ferns","","","Ericales","Clethraceae","","","Clethra canescens var. novoguineensis (Kaneh. & Hatus.) Sleumer","","6165 : Clethra canescens var. novoguineensis (Kaneh. & Hatus.) Sleumer : Clethraceae : Ericales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4677","May 1906","42 - Malesia","","Philippines","","","Mt. Malindang. Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","04 Feb 2019 17:52:00","http://n2t.net/ark:/65665/3b78aa5a5-af5a-4857-a5ab-8157d141e4db"
"00740084","705945","Flowering plants and ferns","","","Theales","Pentaphylacaceae","","","Cleyera japonica var. montana (Merr.) Kobuski : Kobuski, C. E. : 1946","","5157 B : Cleyera japonica var. montana (Merr.) Kobuski : Pentaphylacaceae : Theales : Dicotyledonae","","",,"","","Mearns, E. A.","Bur. Sci. 4420","Jul 1907","","","Philippines","Benguet","","Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","06 Sep 2018 20:18:00","http://n2t.net/ark:/65665/3e258a02f-b4ad-4030-9d23-035e7d848f91"
"02283383","625750","Flowering plants and ferns","","","Rosales","Fabaceae","Faboideae","Crotalarieae","Crotalaria assamica var. philippinensis Adema","","3669 : Crotalaria assamica var. philippinensis Adema : Fabaceae : Rosales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3101","1 Jun 1907","42 - Malesia","","Philippines","","","Casiguran, E coast of Luzon","","","","",,"","",,,"","",,"","","","","","","","","","11 Jan 2018 16:51:00","http://n2t.net/ark:/65665/3fa17f65d-76ee-450d-a6dd-656ee6c9d372"
"01632360","447633","Flowering plants and ferns","","","Asterales","Asteraceae","Cichorioideae","Vernonieae","Cyanthillium cinereum (L.) H. Rob.","","8751 N : Cyanthillium cinereum (L.) H. Rob. : Asteraceae : Asterales : Dicotyledonae","Spirit Grass : English; Z'eb Zombie : Creole","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Philippine Islands, Surigao; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:18:00","http://n2t.net/ark:/65665/3d3be2764-b083-4b80-9550-5c0bdd77e4d0"
"01632359","447553","Flowering plants and ferns","","","Asterales","Asteraceae","Cichorioideae","Vernonieae","Cyanthillium cinereum (L.) H. Rob.","","8751 N : Cyanthillium cinereum (L.) H. Rob. : Asteraceae : Asterales : Dicotyledonae","Spirit Grass : English; Z'eb Zombie : Creole","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan - Sulu Island, Philippine Islands","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:18:00","http://n2t.net/ark:/65665/3bf672b72-fa19-4b25-8793-90e2ca61a308"
"01632361","447589","Flowering plants and ferns","","","Asterales","Asteraceae","Cichorioideae","Vernonieae","Cyanthillium cinereum (L.) H. Rob.","","8751 N : Cyanthillium cinereum (L.) H. Rob. : Asteraceae : Asterales : Dicotyledonae","Spirit Grass : English; Z'eb Zombie : Creole","",,"","","Mearns, E. A.","s.n.","3 Mar 1904","42 - Malesia","","Philippines","","","Philippine Islands, Cottabato; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:19:00","http://n2t.net/ark:/65665/31308e494-c283-406e-9262-064f034bc555"
"01632346","447503","Flowering plants and ferns","","","Asterales","Asteraceae","Cichorioideae","Vernonieae","Cyanthillium patulum (Aiton) H. Rob.","","8751 N : Cyanthillium patulum (Aiton) H. Rob. : Asteraceae : Asterales : Dicotyledonae","","",,"","","Mearns, E. A.","150","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 13:19:00","http://n2t.net/ark:/65665/357b71937-729d-4d6e-9f6d-cdc0162debaf"
"01453833","625868","Flowering plants and ferns","","","Cyatheales","Cyatheaceae","","","Cyathea fuliginosa (Christ) Copel.","","F065 : Cyathea fuliginosa (Christ) Copel. : Cyatheaceae : Cyatheales : Pteridophyte","","",,"","","Mearns, E. A.","Bur. of Sci. No 4559","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks, Benguet prov. Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","05 Aug 2016 23:56:00","http://n2t.net/ark:/65665/31afca153-3faa-47a4-bc5b-1bf934a72172"
"01453819","625863","Flowering plants and ferns","","","Cyatheales","Cyatheaceae","","","Cyathea fuliginosa (Christ) Copel.","","F065 : Cyathea fuliginosa (Christ) Copel. : Cyatheaceae : Cyatheales : Pteridophyte","","",,"","","Mearns, E. A.","Bur. Sci. No. 4518","Aug 1907","42 - Malesia","","Philippines","","","Haights in the Oaks, benguet prov. Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","05 Aug 2016 23:29:00","http://n2t.net/ark:/65665/34b025326-0147-4fe8-b23a-52e50f6d40f1"
"01453832","625867","Flowering plants and ferns","","","Cyatheales","Cyatheaceae","","","Cyathea fuliginosa (Christ) Copel.","","F065 : Cyathea fuliginosa (Christ) Copel. : Cyatheaceae : Cyatheales : Pteridophyte","","",,"","","Mearns, E. A.","4559","Jul 1907","42 - Malesia","","Philippines","","","Haights in the Oaks, Benguet province, Luzon","","","",2134,,"","",,,"","",,"","","","","","","","","","05 Aug 2016 23:15:00","http://n2t.net/ark:/65665/369978cd1-3244-42cf-b11b-bf3cffac313e"
"00134783","708903","Flowering plants and ferns","Type Register","","Cyatheales","Cyatheaceae","","","Cyathea mitrata Copel.","Cyathea loheri Christ","F065 : Cyathea mitrata Copel. : Cyatheaceae : Cyatheales : Pteridophyte","","Cyathea mitrata Copel. : Isotype, Copeland, E. B. 1909. Philipp. J. Sci. 3: 354., Verified from the card file of type specimens",,"","","Mearns, E. A.","Pbs 4631","","42 - Malesia","","Philippines","","","","","","","",,"","",,"fiche number : 1045/A08","","",,"","","","","","","","","","17 Aug 2016 22:01:00","http://n2t.net/ark:/65665/3c09eba48-10d4-46c6-9fb4-8e57c1802c9b"
"02232373","447627","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus compactus Retz.","","0478 : Cyperus compactus Retz. : Cyperaceae : Cyperales : Monocotyledonae","doehoet badja; Kapayongpayong : Lan.; Roempoet assoebang","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/33508f11d-3eec-4683-9975-404073a16cb7"
"02232372","447629","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus compactus Retz.","","0478 : Cyperus compactus Retz. : Cyperaceae : Cyperales : Monocotyledonae","doehoet badja; Kapayongpayong : Lan.; Roempoet assoebang","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 16:16:00","http://n2t.net/ark:/65665/340b29578-630a-49e3-aaae-633f532fa3d7"
"02232344","447393","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus compressus L.","","0478 : Cyperus compressus L. : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.","5","21 Jan 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Philippine Islands, Zamboanga; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:04:00","http://n2t.net/ark:/65665/3442798bb-fdd5-4922-a989-8ffe3312eb51"
"02232354","447591","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus compressus L.","","0478 : Cyperus compressus L. : Cyperaceae : Cyperales : Monocotyledonae","","",,"","","Mearns, E. A.","s.n.","3 Mar 1904","42 - Malesia","","Philippines","Soccsksargen","","Philippine Islands, Cottabato; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:04:00","http://n2t.net/ark:/65665/3f22f4bc4-a5e3-4bea-81fc-171d2b803dc5"
"02232328","625737","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus cyperinus (Retz.) Suringar","","0478 : Cyperus cyperinus (Retz.) Suringar : Cyperaceae : Cyperales : Monocotyledonae","bandera; mo'u; reh-lek-arek; simboru : Orokaiva, Mumuni","",,"","","Mearns, E. A.","Burea of Science 2933","4 Jun 1907 to 5 Jun 1907","42 - Malesia","","Philippines","","","Mount Mayon, Albay Province","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/3420af82d-40f4-4fd5-98bb-b0fe2d5a2112"
"02232318","447728","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus cyperinus (Retz.) Suringar","","0478 : Cyperus cyperinus (Retz.) Suringar : Cyperaceae : Cyperales : Monocotyledonae","bandera; mo'u; reh-lek-arek; simboru : Orokaiva, Mumuni","",,"","","Mearns, E. A.","s.n.","1903","42 - Malesia","","Philippines","","","Philippine Islands, Banganga river; East Coast Range Mountains; Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 16:24:00","http://n2t.net/ark:/65665/3b23fff1f-f904-4ace-b416-94ed5ba996a5"
"02232448","625795","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus cyperoides (L.) Kuntze","","0478 : Cyperus cyperoides (L.) Kuntze : Cyperaceae : Cyperales : Monocotyledonae","Lingarong agong; toira iva","",,"","","Mearns, E. A.","8468","Jul 1907","42 - Malesia","","Philippines","Cordillera (Administrative Region)","","Benguet Prov. Luzon","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/3bd89c4ef-cff9-4630-8949-c2e3d8ac6f96"
"02232422","447584","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus cyperoides (L.) Kuntze","","0478 : Cyperus cyperoides (L.) Kuntze : Cyperaceae : Cyperales : Monocotyledonae","Lingarong agong; toira iva","",,"","","Mearns, E. A.","s.n.","25 Feb 1904","42 - Malesia","","Philippines","Cagayan Valley","","Cagayan; Sulu Island","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/32ac12c18-c2d2-478e-b8fd-659a21bbe4cf"
"02232449","628617","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus cyperoides (L.) Kuntze","","0478 : Cyperus cyperoides (L.) Kuntze : Cyperaceae : Cyperales : Monocotyledonae","Lingarong agong; toira iva","",,"","","Mearns, E. A.","2731","Apr 1907","42 - Malesia","","Philippines","Cordillera (Administrative Region)","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 16:27:00","http://n2t.net/ark:/65665/3afde7d39-a255-4b31-af89-d5d548476acf"
"02232574","901654","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus haspan L.","","0478 : Cyperus haspan L. : Cyperaceae : Cyperales : Monocotyledonae","bwogorinibwol; doehoet sasak","",,"","","Mearns, E. A.","Bureau of Science 2790","Apr 1907","42 - Malesia","","Philippines","Cordillera (Administrative Region)","","Province of Benguet. Luzon","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:04:00","http://n2t.net/ark:/65665/3156e234d-cf80-4ec2-88c5-4e3550d9426d"
"02232528","447628","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus iria L.","","0478 : Cyperus iria L. : Cyperaceae : Cyperales : Monocotyledonae","si marpandanpandan; sapandu : Zapotec; chintul : Spanish","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/3ea9cda8b-c87d-4230-a11d-d33665723212"
"02232537","447619","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Cyperus iria L.","","0478 : Cyperus iria L. : Cyperaceae : Cyperales : Monocotyledonae","si marpandanpandan; sapandu : Zapotec; chintul : Spanish","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","19 Dec 2017 16:03:00","http://n2t.net/ark:/65665/34c37e3fc-8484-48f3-a23f-0614fac5ab29"
