Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"02979862","447699","Flowering plants and ferns","","","Ericales","Ericaceae","","","Rhododendron spectabile Merr.","","6184 : Rhododendron spectabile Merr. : Ericaceae : Ericales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","6 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao.","","","",2134,,"","",,,"","",,"","","","","","","","","","03 Oct 2018 18:58:00","http://n2t.net/ark:/65665/3b8d2b0cb-8c20-43d1-bbd8-05c7b08404d0"
"02979863","447703","Flowering plants and ferns","","","Ericales","Ericaceae","","","Rhododendron spectabile Merr.","","6184 : Rhododendron spectabile Merr. : Ericaceae : Ericales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","6 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao.","","","",2286,,"","",,,"","",,"","","","","","","","","","03 Oct 2018 18:47:00","http://n2t.net/ark:/65665/3b2138d43-7508-49fc-89b3-ff6728be85d5"
"00080251","625799","Flowering plants and ferns","","","Scrophulariales","Gesneriaceae","","","Rhynchotechum discolor (Maxim.) B.L. Burtt","","7841 : Rhynchotechum discolor (Maxim.) B.L. Burtt : Gesneriaceae : Scrophulariales : Dicotyledonae","","",,"","","Mearns, E. A.","39771/ 3483","Jul 1907","","","Philippines","","","Benguet,","Luzon","","","",,"","",,,"","",,"","","","","","","","","","22 Dec 2017 16:34:00","http://n2t.net/ark:/65665/38b45971e-e76a-4079-ab12-44681b103e28"
"00505779","447646","Flowering plants and ferns","","","Orchidales","Orchidaceae","","","Robiquetia compressa","","1698 : Robiquetia compressa : Orchidaceae : Orchidales : Monocotyledonae","","",,"","","Mearns, E. A.","s.n.","26 Jun 1904","42 - Malesia","","Philippines","","","","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","27 Apr 2017 18:04:00","http://n2t.net/ark:/65665/39a5f81a6-2376-493a-9df1-b7874075b04e"
"00506008","708896","Flowering plants and ferns","","","Orchidales","Orchidaceae","","","Robiquetia compressa","","1698 : Robiquetia compressa : Orchidaceae : Orchidales : Monocotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","4603","May 1906","42 - Malesia","","Philippines","","","","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","27 Apr 2017 18:10:00","http://n2t.net/ark:/65665/30022c2cf-6db8-4da2-98c2-4aac3b31eabc"
"03313411","447510","Flowering plants and ferns","","","Sapindales","Simaroubaceae","","","Samadera indica Gaertn.","","4109 : Samadera indica Gaertn. : Simaroubaceae : Sapindales : Dicotyledonae","","",,"","","Mearns, E. A.","173","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","12 Jul 2019 19:38:00","http://n2t.net/ark:/65665/3faba44d6-8406-4ed4-afb0-e276af85b880"
"02192950","447613","Flowering plants and ferns","","","Rosales","Fabaceae","Mimosoideae","","Samanea saman (Jacq.) Merr.","","3441 E : Samanea saman (Jacq.) Merr. : Fabaceae : Rosales : Dicotyledonae","raintree","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Philippine Islands, Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","04 Aug 2017 15:09:00","http://n2t.net/ark:/65665/317fd1637-b703-40b7-83b0-8f06a345cbfe"
"01937993","625742","Flowering plants and ferns","","","Dipsacales","Caprifoliaceae","","","Sambucus javanica Blume","","8515 : Sambucus javanica Blume : Caprifoliaceae : Dipsacales : Dicotyledonae","Kambang beriask; menses aek","",,"","","Mearns, E. A.","Bureau of Science 2956","4 Jun 1907 to 5 Jun 1907","42 - Malesia","","Philippines","","","Mount Mayon, Albay Prov., Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","17 Mar 2018 15:08:00","http://n2t.net/ark:/65665/317cc066d-4b07-45d2-8657-1566008744cf"
"03387587","708915","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Saurauia lanaensis Merr.","","5109 : Saurauia lanaensis Merr. : Dilleniaceae : Dilleniales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4683","May 1906","42 - Malesia","","Philippines","","","Mt. Malindang, Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 15:02:00","http://n2t.net/ark:/65665/3f595af07-1fdc-485f-9881-cdf2523661bc"
"03387625","708919","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Saurauia philippinensis Merr.","","5109 : Saurauia philippinensis Merr. : Dilleniaceae : Dilleniales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4693","May 1906","42 - Malesia","","Philippines","","","Mt. Malindang, Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 16:51:00","http://n2t.net/ark:/65665/3d9a91e1b-793a-4766-96a2-28ca8a14618b"
"03387713","625730","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Saurauia sp.","","5109 : Saurauia sp. : Dilleniaceae : Dilleniales : Dicotyledonae","Moquillo : Spanish; Lank : Enga; Kanira : Orne, Walwali; Kuam : Wapi lang. Minwaute; Rongo : Mendi; Tua : Banjar-Malay; Kileho : Sunda; Karitonju tanah : Banjar-Malay; o:lga : Medlpa (Kaugel diale; Kumbindikl : Hagen: Wankl; Gigleh : Chimbu: Waimambuno,; Rank : Enga language, Kepil; Rank : Enga lang. Poio; Kongwa : Enga: Poio; Iya : Wapi: Wigote; Mangadekonk : Mendi; Mangarakonk : Mendi; Pusima : Orne: Wantipi; Moyrehka : Orne: Wantipi; Moirehka : Orne: Wantipi; Moidokka : Orne: Wantipi; Mangara : Mendi; Iya : Wapi: Marok; Rank : Enga: Kepilam; Kumoga : Kutubu; Sirima : Orne: Kaiye; Kay : Orne: Kaiye; Kaska : Orne: Kaiye; Ehnehsindema : Orne: Wantipi; Moli : Musa: Safia; Aponyogugem; Batu : Waskuk; Wagu; Apinokguyim; Batu : Waskuk; Wagu; Apiyogu; Magahenauwi : Waskuk; Wagu; Sisili : Fiyugi; Wahlga; gonk tun : Kalam; martmart : Kalam; gonk : Kalam; kajoe assosoran; Usod-Usod : Murut Mangalong; kajoe pirdot; kajoe sopsopan; kajoe si markopi - kopi","",,"","","Mearns, E. A.","Bureau of Science 2523","Apr 1907","42 - Malesia","","Philippines","","","Baguio, Province of Benguet, Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 16:02:00","http://n2t.net/ark:/65665/3b327ea00-14f6-417e-ad0f-45422377e0fe"
"03387681","447719","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Saurauia sp.","","5109 : Saurauia sp. : Dilleniaceae : Dilleniales : Dicotyledonae","Moquillo : Spanish; Lank : Enga; Kanira : Orne, Walwali; Kuam : Wapi lang. Minwaute; Rongo : Mendi; Tua : Banjar-Malay; Kileho : Sunda; Karitonju tanah : Banjar-Malay; o:lga : Medlpa (Kaugel diale; Kumbindikl : Hagen: Wankl; Gigleh : Chimbu: Waimambuno,; Rank : Enga language, Kepil; Rank : Enga lang. Poio; Kongwa : Enga: Poio; Iya : Wapi: Wigote; Mangadekonk : Mendi; Mangarakonk : Mendi; Pusima : Orne: Wantipi; Moyrehka : Orne: Wantipi; Moirehka : Orne: Wantipi; Moidokka : Orne: Wantipi; Mangara : Mendi; Iya : Wapi: Marok; Rank : Enga: Kepilam; Kumoga : Kutubu; Sirima : Orne: Kaiye; Kay : Orne: Kaiye; Kaska : Orne: Kaiye; Ehnehsindema : Orne: Wantipi; Moli : Musa: Safia; Aponyogugem; Batu : Waskuk; Wagu; Apinokguyim; Batu : Waskuk; Wagu; Apiyogu; Magahenauwi : Waskuk; Wagu; Sisili : Fiyugi; Wahlga; gonk tun : Kalam; martmart : Kalam; gonk : Kalam; kajoe assosoran; Usod-Usod : Murut Mangalong; kajoe pirdot; kajoe sopsopan; kajoe si markopi - kopi","",,"","","Mearns, E. A.","s.n.","25 Sep 1903","42 - Malesia","","Philippines","","","The Philippine Islands, Pautar, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 17:13:00","http://n2t.net/ark:/65665/386b10c36-fe90-42c9-815a-a3f3f918264e"
"03387701","628618","Flowering plants and ferns","","","Dilleniales","Dilleniaceae","","","Saurauia sparsiflora Elmer","","5109 : Saurauia sparsiflora Elmer : Dilleniaceae : Dilleniales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 2749","Apr 1907","42 - Malesia","","Philippines","","","Province of Benguet, Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","16 Aug 2019 15:08:00","http://n2t.net/ark:/65665/3e27c3897-0f10-4a1d-b777-68edd0e25340"
"01239313","625769","Flowering plants and ferns","Crowdsourcing Project","","Apiales","Araliaceae","","","Schefflera benguetensis Merr.","","5852 : Schefflera benguetensis Merr. : Araliaceae : Apiales : Dicotyledonae","","",,"","","Mearns, E. A.","Bur. Sci. 3370","May 1907","42 - Malesia","","Philippines","Cordillera","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 11:58:00","http://n2t.net/ark:/65665/3402c79d0-b79a-411b-9caf-80f2ff7b4956"
"01239314","625803","Flowering plants and ferns","Crowdsourcing Project","","Apiales","Araliaceae","","","Schefflera benguetensis Merr.","","5852 : Schefflera benguetensis Merr. : Araliaceae : Apiales : Dicotyledonae","","",,"","","Mearns, E. A.","Bur. Sci. 3503","Jul 1907","42 - Malesia","","Philippines","Cordillera","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 23:28:00","http://n2t.net/ark:/65665/39aa85987-fc69-4c86-94cc-bec541f77192"
"01239408","706236","Flowering plants and ferns","Crowdsourcing Project","","Apiales","Araliaceae","","","Schefflera gigantifolia Merr.","","5852 : Schefflera gigantifolia Merr. : Araliaceae : Apiales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","For. Bur. 4565","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 21:10:00","http://n2t.net/ark:/65665/30402dd79-7283-4b42-aff8-7f92fb0c1a3b"
"01239412","706237","Flowering plants and ferns","Crowdsourcing Project","","Apiales","Araliaceae","","","Schefflera gigantifolia Merr.","","5852 : Schefflera gigantifolia Merr. : Araliaceae : Apiales : Dicotyledonae","","",,"","","Mearns, --; Hutchinson, --","4565","","42 - Malesia","","Philippines","Northern Mindanao","","Mt. Malindang, Prov. of Misamis","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 12:00:00","http://n2t.net/ark:/65665/3b18e8efa-b183-4db3-b3ad-2c933f26a18d"
"01245535","706238","Flowering plants and ferns","Crowdsourcing Project","","Apiales","Araliaceae","","","Schefflera sp.","","5852 : Schefflera sp. : Araliaceae : Apiales : Dicotyledonae","Lak-lak : Enga; Ribiropo : Walwali; Kobia : Mendi; Oragia : Mendi; bikmarya : Nayak language; Mere; schefflera","",,"","","Mearns, E. A.; Hutchinson, W. I.","For. Bur. 4566","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mt. Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","10 Jan 2019 22:16:00","http://n2t.net/ark:/65665/3e5f8e61a-6767-4fb5-8be9-67deaab2fe62"
"00139765","625722","Flowering plants and ferns","","","Cyperales","Poaceae","Bambusoideae","Bambuseae","Schizostachyum lumampao (Blanco) Merr.","","G086 : Schizostachyum lumampao (Blanco) Merr. : Poaceae : Cyperales : Monocotyledonae","Igiu","",,"","","Mearns, E. A.","2310","Jan 1907 to Feb 1907 (Jan. - Feb. 1907)","42 - Malesia","","Philippines","Ilocos","","Prov. Ilocos Norte, Luzon","Luzon","","","",,"","",,,"","",,"","","","","","","","","","14 Jun 2018 16:02:00","http://n2t.net/ark:/65665/3f8eb6264-b359-4c66-bfe5-35ffdb185045"
"02100086","447626","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Scleria purpurascens Steud.","","0515 : Scleria purpurascens Steud. : Cyperaceae : Cyperales : Monocotyledonae","o limaduka : tobelorese; Rorisan","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Surigao, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 21:18:00","http://n2t.net/ark:/65665/36c84e9bc-7483-40e0-916b-e1edb52494fc"
"02100087","447624","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Scleria purpurascens Steud.","","0515 : Scleria purpurascens Steud. : Cyperaceae : Cyperales : Monocotyledonae","o limaduka : tobelorese; Rorisan","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Placer (near Surigao), Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 21:38:00","http://n2t.net/ark:/65665/395ed5b84-4a8c-4a03-a13f-77d46b597d74"
"02100223","447428","Flowering plants and ferns","","","Cyperales","Cyperaceae","","","Scleria scrobiculata Nees & Meyen","","0515 : Scleria scrobiculata Nees & Meyen : Cyperaceae : Cyperales : Monocotyledonae","Sinbora : Orokaiva language, M; mikaunaun, niku safasap : WonoMoen, Tol(Ton; sapasap en mal; Vesivesi; tafatolu","",,"","","Mearns, E. A.","41","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan- Sulu Island","","","","",,"","",,,"","",,"","","","","","","","","","31 Oct 2017 16:42:00","http://n2t.net/ark:/65665/3e530bdc0-5f77-4268-a598-753f82f46cc7"
"02770303","625846","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Scutellaria sp.","","7234 : Scutellaria sp. : Lamiaceae : Lamiales : Dicotyledonae","skullcap","",,"","","Mearns, E. A.","bu. of Sci. 4376*","Jul 1907","42 - Malesia","","Philippines","","","Benguet Prov., Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","14 Sep 2018 16:35:00","http://n2t.net/ark:/65665/3377c0488-064e-405e-9310-6a08eebb349d"
"01393464","447476","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella aenea Warb.","","F005 : Selaginella aenea Warb. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","117","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:57:00","http://n2t.net/ark:/65665/3d2ead09e-2a99-41c2-a07c-ffe91a7910c8"
"01393556","447545","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella aristata Spring","","F005 : Selaginella aristata Spring : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","","","Suidangan Bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:48:00","http://n2t.net/ark:/65665/309a52d6d-d693-408a-8ca5-fcc9c19f1e8e"
"01393509","628488","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella biformis A. Braun ex Kuhn","","F005 : Selaginella biformis A. Braun ex Kuhn : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","50","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Luzon, Mt.Santo Tomas","","","",2134,,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:57:00","http://n2t.net/ark:/65665/34ffbe681-b882-4138-a541-33633cebc400"
"01393826","447535","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella engleri Hieron.","","F005 : Selaginella engleri Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","Northern Mindanao","","Sindangan Bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:53:00","http://n2t.net/ark:/65665/3752ab57e-6f3f-4029-a501-a01d6e6743c0"
"01393857","625749","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella engleri Hieron.","","F005 : Selaginella engleri Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 2985","1 Jun 1907","42 - Malesia","","Philippines","Central Luzon","","Casiguran, E. coast of Luzon","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 18:03:00","http://n2t.net/ark:/65665/3e6487045-e5a5-42d4-903e-8871fef638db"
"01393992","447595","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella gastrophylla Warb.","","F005 : Selaginella gastrophylla Warb. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","6 Apr 1904","42 - Malesia","","Philippines","","","Taraca River, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:54:00","http://n2t.net/ark:/65665/34d94bf51-d956-4122-bbeb-dad67619ddaf"
"01393991","447475","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella gastrophylla Warb.","","F005 : Selaginella gastrophylla Warb. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","116","25 Sep 1903","42 - Malesia","","Philippines","","","Pantar, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 14:56:00","http://n2t.net/ark:/65665/30abdda65-9308-4e77-9e2c-033d61f0b4da"
"01394069","615634","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella opaca Warb.","","F005 : Selaginella opaca Warb. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Butiq Mts., Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:50:00","http://n2t.net/ark:/65665/3d50d0b58-6606-4968-aa0b-f62fc9b28496"
"01394003","628620","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella peltata C. Presl","","F005 : Selaginella peltata C. Presl : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 2835","Apr 1907","42 - Malesia","","Philippines","Central Luzon","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:56:00","http://n2t.net/ark:/65665/327287ce3-184f-4d92-b75a-df47b5933921"
"01394014","628501","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella peltata C. Presl","","F005 : Selaginella peltata C. Presl : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","66","10 Dec 1905","42 - Malesia","","Philippines","Central Luzon","","Luzon, Mt. Santo Tomas","","","",2103,,"","",,,"","",,"","","","","","","","","","20 Jul 2016 16:14:00","http://n2t.net/ark:/65665/3d5fcfaaa-cccc-4351-9af4-0cfd3e8da4b8"
"01394185","708902","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella polyura Warb.","","F005 : Selaginella polyura Warb. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.; Hutchinson, W. J.","Forestry Bureau 4630","May 1906","42 - Malesia","","Philippines","","","Mount Malindang, Prov. of Misamis, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 16:07:00","http://n2t.net/ark:/65665/329f8112b-a165-4444-a610-d076ef0a1f8e"
"01394272","1238330","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella usterii Hieron.","","F005 : Selaginella usterii Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","21 Jan 1906","42 - Malesia","","Philippines","","","Palmas Island","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:56:00","http://n2t.net/ark:/65665/3ce00371e-374c-4548-bfe2-13ee9de3fbdc"
"01394273","1238331","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella usterii Hieron.","","F005 : Selaginella usterii Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","23 Jan 1906","42 - Malesia","","Philippines","","","Balut Island","","","",1400,,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:48:00","http://n2t.net/ark:/65665/35937a8c7-2754-44b9-a70b-a110e714c43e"
"01394284","447531","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella usterii Hieron.","","F005 : Selaginella usterii Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:55:00","http://n2t.net/ark:/65665/3f96dbbda-f3d1-48a6-9e2d-b11fe70bc815"
"01394283","447534","Flowering plants and ferns","","","Selaginellales","Selaginellaceae","","","Selaginella usterii Hieron.","","F005 : Selaginella usterii Hieron. : Selaginellaceae : Selaginellales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","","","Sindangan bay, Mindanao","","","","",,"","",,,"","",,"","","","","","","","","","20 Jul 2016 17:50:00","http://n2t.net/ark:/65665/3f7188b92-a8b8-4265-adb8-4fad649a39f7"
"01591577","615643","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Selliguea albidosquamata (Blume) Parris","","F262 : Selliguea albidosquamata (Blume) Parris : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","","","Butiq Mts., Mindanao","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","01 Nov 2016 15:46:00","http://n2t.net/ark:/65665/3f683588b-e105-4723-845d-2a13461c3d03"
"01591664","447675","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Selliguea caudiformis (Blume) J. Sm.","","F262 : Selliguea caudiformis (Blume) J. Sm. : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","28 Jun 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao","","","",2286,,"","",,,"","",,"","","","","","","","","","31 Oct 2016 21:06:00","http://n2t.net/ark:/65665/3fa4f96a7-1e73-444e-a0e4-b54e1ac89281"
"01591661","447692","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Selliguea caudiformis (Blume) J. Sm.","","F262 : Selliguea caudiformis (Blume) J. Sm. : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","1 Jul 1904","42 - Malesia","","Philippines","","","Mt. Apo, Mindanao","","","",2316,,"","",,,"","",,"","","","","","","","","","01 Nov 2016 17:00:00","http://n2t.net/ark:/65665/34d635df6-bfaf-45b6-99f7-7b8243183502"
