Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"58025","Specimen/Lot","",1,"Lutjanus vitta","","Lutjanus vitta : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3f9744176-6771-4031-93d1-d1b99b0079bd"
"55624","Specimen/Lot","Types",2,"Mapo mearnsi","","Mapo mearnsi : Gobiidae : Perciformes : Actinopterygii : Chordata","Type","","Perciformes","Gobiidae","Gobiinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","","Illustration::1",,"255","045935","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/32755e4a3-7659-4fb3-b869-b99fd38c5bff"
"57841","Specimen/Lot","Types",1,"Mearnsella alestes","","Mearnsella alestes : Cyprinidae : Cypriniformes : Actinopterygii : Chordata","Type","","Cypriniformes","Cyprinidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"85a","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3a3c4e0ce-c5b2-418b-b904-9ded525b3e7b"
"61151","Specimen/Lot","Types",1,"Mearnsella alestes","","Mearnsella alestes : Cyprinidae : Cypriniformes : Actinopterygii : Chordata","Cotype","","Cypriniformes","Cyprinidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/328012b1d-0cd8-49ba-a1cf-b455fb770290"
"57935","Specimen/Lot","",4,"Microphis brachyurus brachyurus","Oostethus brachyurus","Microphis brachyurus brachyurus : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/39aeca616-65d9-48ff-97b1-d7e77c1bdc48"
"57939","Specimen/Lot","",2,"Microphis brachyurus brachyurus","Oostethus brachyurus","Microphis brachyurus brachyurus : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae","21 Aug 1906 (1906 Aug 21 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Zamboanga, Mindanao, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/33c6c44d7-fa54-49c2-86f9-6553f1c383d5"
"57928","Specimen/Lot","",1,"Mugilogobius chulae","Vaimosa","Mugilogobius chulae : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobionellinae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"Redet. by h. k. larson","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/32403961c-1e19-4ab0-aed0-842de472446f"
"58058","Specimen/Lot","",1,"Myripristis murdjan","","Myripristis murdjan : Holocentridae : Beryciformes : Actinopterygii : Chordata","","","Beryciformes","Holocentridae","Myripristinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e9e94a05-e32f-4686-9160-89d557b45f29"
"58056","Specimen/Lot","",1,"Myripristis murdjan","","Myripristis murdjan : Holocentridae : Beryciformes : Actinopterygii : Chordata","","","Beryciformes","Holocentridae","Myripristinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3b0c3882a-41b0-4b97-972b-b4d807ae72a8"
"58001","Specimen/Lot","",1,"Naso annulatus","","Naso annulatus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 01",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/360dace05-891e-4b4d-8d10-af48b4014e0e"
"58002","Specimen/Lot","",1,"Naso lituratus","","Naso lituratus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",":Tank 06",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3df693e5a-03ef-4b6d-828e-c1da44ffc0ce"
"58009","Specimen/Lot","",1,"Naso marginatus","","Naso marginatus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",":Tank 06",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3aaf6a6fb-48c7-4790-9686-9c074c12d78c"
"58010","Specimen/Lot","",1,"Naso tuberosus","","Naso tuberosus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3129d5271-b27e-4295-84c2-e6a4cec74f8b"
"RAD 112369","Image","Radiograph Collection",1,"Naso tuberosus","","Naso tuberosus : Acanthuridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Acanthuridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 58010","","","","","","","","Polyester:MSC:1",,"","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/324a0f6e3-1c9b-4f71-8e1e-e5c3e106639a"
"58043","Specimen/Lot","",4,"Nematalosa come","","Nematalosa come : Clupeidae : Clupeiformes : Actinopterygii : Chordata","","","Clupeiformes","Clupeidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Glycerin with Bone Stain::1",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/39481f542-556f-438c-8f4f-15ed04fe0f6e"
"57926","Specimen/Lot","",7,"Odontobutis obscura","","Odontobutis obscura : Odontobutidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Odontobutidae","","1907 (1907 00 00 - 0000 00 00)","","","Philippine Archipelago","","Mindanao","Asia","Philippines","","","Zamboanga, Mindanao, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d4a6b77c-ecc7-467d-b56a-c3df7f9120b9"
"57941","Specimen/Lot","",1,"Ophiocara porocephala","","Ophiocara porocephala : Eleotridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Eleotridae","Butinae",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/356c0ca86-9122-4c0a-8375-ee49ee098719"
"58047","Specimen/Lot","",3,"Parupeneus multifasciatus","Parupeneus moana","Parupeneus multifasciatus : Mullidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Mullidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ae2fb1c7-f4f7-441a-afd9-ba315c3c920e"
"58042","Specimen/Lot","",1,"Pentapodus emeryii","","Pentapodus emeryii : Nemipteridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Nemipteridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30fefd151-33a7-4dc5-a79b-3d49b89a3157"
"58041","Specimen/Lot","",1,"Pentapodus emeryii","","Pentapodus emeryii : Nemipteridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Nemipteridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d166d21f-234a-4f17-ab99-9ed11e6e79f7"
"58006","Specimen/Lot","",1,"Platax orbicularis","","Platax orbicularis : Ephippidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ephippidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 01",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d0372d9b-d71f-4968-9bcb-a0b2eed87c00"
"57930","Specimen/Lot","",1,"Platax orbicularis","","Platax orbicularis : Ephippidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ephippidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"Specimens x-rayed for David Johnson; Zamboanga is locality on the neck label, but this data is omitted from the ledger.","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/305752a9c-4633-4e52-903e-9334a788192a"
"RAD 112306","Image","Radiograph Collection",1,"Platax orbicularis","","Platax orbicularis : Ephippidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ephippidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 58006","","","","","","","","Polyester:MSC:1",,"","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/393f0fd7d-02a7-4853-8755-2a06b85a7d46"
"RAD 112204","Image","Radiograph Collection",1,"Platax orbicularis","","Platax orbicularis : Ephippidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ephippidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 57930","","","","","","","","Polyester:MSC:1",,"","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ba480d33-18e7-4117-aa07-44647a893b1d"
"55599","Specimen/Lot","",1,"Platycephalus indicus","Platycephalus insidiator","Platycephalus indicus : Platycephalidae : Scorpaeniformes : Actinopterygii : Chordata","","","Scorpaeniformes","Platycephalidae","","1906 (1906 00 00 - 0000 00 00)","","","","","Luzon","Asia","Philippines","Manila","","Philippine Islands: Manila","","","Mearns, E. A.","","","","","","","","","",,,"","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/345b343c6-1536-4016-b378-231cb70481fa"
"57916","Specimen/Lot","",1,"Plectorhinchus gibbosus","Plectorhinchus nigrus","Plectorhinchus gibbosus : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3441c2f62-7bd7-492a-88cd-dd04c3c0007a"
"55603","Specimen/Lot","",1,"Plectorhinchus gibbosus","Plectorhinchus nigrus","Plectorhinchus gibbosus : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","Luzon","","Philippines","Manila","","Manila, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36c6c66cc-fe7f-4d23-acda-f9a82815878d"
"58057","Specimen/Lot","",0,"Plotosus lineatus","Plotosus anguillaris","Plotosus lineatus : Plotosidae : Siluriformes : Actinopterygii : Chordata","","","Siluriformes","Plotosidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"2 dist.; specimens could not be found on shelf 13 aug. 1991","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3a7f3b31f-fa4d-4418-b7e4-89bc9e419772"
"RAD 115660","Image","Radiograph Collection",2,"Plotosus lineatus","","Plotosus lineatus : Plotosidae : Siluriformes : Actinopterygii : Chordata","","","Siluriformes","Plotosidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 58057","","","","","","","","Polyester:MSC:2",,"","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ff1cae18-69d8-4ce8-92b4-f2b53f314067"
"57844","Specimen/Lot","Types",1,"Polydactylus opercularis","Polydactylus sealei; Filimanus sealei","Polydactylus opercularis : Polynemidae : Perciformes : Actinopterygii : Chordata","Holotype","Seale, A. & Bean, B. A. 1907. Proceedings of the United States National Museum. 33 (1568): 234, Fig 4. Jordan, D. S. & Richardson, R. E. 1910. Philippine Islands, Bureau of Science Publications. 16.","Perciformes","Polynemidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Radiograph::1",,"","000000","","","","","","","","","19 Aug 2019 19:14:00","http://n2t.net/ark:/65665/38335e2a8-df67-4fed-ab09-2bb15c71dba5"
"58048","Specimen/Lot","",2,"Polydactylus plebeius","","Polydactylus plebeius : Polynemidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Polynemidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/377ff4dbc-5db4-4b18-91c1-24c74e4c13b9"
"RAD 125898","Image","Radiograph Collection",3,"Polydactylus sealei","","Polydactylus sealei : Polynemidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Polynemidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","Catalog Number : USNM 57844","","","","","","","","Acetate:MSC:1; Polyester:MSC:2",,"Radiograph is of a holotype specimen.","2078776","","","","","","","","","19 Aug 2019 19:21:00","http://n2t.net/ark:/65665/314cac6cb-dfcb-456c-82a3-921afac1e797"
"57999","Specimen/Lot","",1,"Pomadasys argenteus","Pristipoma hasta","Pomadasys argenteus : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 01",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3eee110e0-3ab5-46b3-9f04-01ebce3c31de"
"57969","Specimen/Lot","",2,"Pomadasys argenteus","Pomadasys hasta","Pomadasys argenteus : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ddbc373c-43d5-44cd-a772-cb172f558d01"
"55601","Specimen/Lot","",1,"Pomadasys argyreus","","Pomadasys argyreus : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","Luzon","","Philippines","Manila","","Manila, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/31f441104-af7b-44fc-9e7f-01ae8ac42f51"
"57932","Specimen/Lot","",1,"Pomadasys kaakan","Pomadasys hasta","Pomadasys kaakan : Haemulidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Haemulidae","",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/39efbd464-1320-4ea2-b8d4-66a67326671e"
"57961","Specimen/Lot","",40,"Priopis lungi Jordan & Seale","","Priopis lungi Jordan & Seale : Ambassidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ambassidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/311881cc3-994b-4bb7-91ba-52fa727d3936"
"57905","Specimen/Lot","",70,"Priopis lungi Jordan & Seale","","Priopis lungi Jordan & Seale : Ambassidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ambassidae","","1906","Pacific","","","","Mindanao","","Philippines","","","Philippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/372b66df4-7fc1-4cc1-8cd3-556c4611dabd"
"57908","Specimen/Lot","",3,"Priopis urotaenia","","Priopis urotaenia : Ambassidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ambassidae","","1906","Pacific","","","","Mindanao","","Philippines","","","Philippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ebf6e7d4-ead6-445a-b932-9240a08d5601"
"57959","Specimen/Lot","",20,"Priopis urotaenia","","Priopis urotaenia : Ambassidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ambassidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/31e3aed4d-6056-4ab0-9157-d05c6dcfc7cb"
"57931","Specimen/Lot","",81,"Priopis urotaenia","","Priopis urotaenia : Ambassidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Ambassidae","","1906","Pacific","","","","Mindanao","","Philippines","","","Philippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/34ab5c703-f97d-4b1c-8442-6948c1639bd6"
"57842","Specimen/Lot","Types",1,"Rasbora punctulatus","","Rasbora punctulatus : Cyprinidae : Cypriniformes : Actinopterygii : Chordata","Type","","Cypriniformes","Cyprinidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","","Radiograph::1",,"85a","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3b517dbf0-e5eb-4877-ad55-b74a7f50ff5b"
"61150","Specimen/Lot","Types",10,"Rasbora punctulatus","","Rasbora punctulatus : Cyprinidae : Cypriniformes : Actinopterygii : Chordata","Paratype","","Cypriniformes","Cyprinidae","","1907 (1907 00 00 - 0000 00 00)","","","Philippine Archipelago","","Mindanao","Asia","Philippines","","","Zamboanga, Mindanao, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/392945b2e-5809-41c8-af93-f8b395aa1d3c"
"58040","Specimen/Lot","",2,"Rastrelliger kanagurta","","Rastrelliger kanagurta : Scombridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scombridae","Scombrinae","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/34f5e439a-6c79-4a22-bf0e-bc2bf3ec7745"
"RAD 108545","Image","Radiograph Collection",2,"Rhinogobius carpenteri","Rhinogobius similis","Rhinogobius carpenteri : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobionellinae","May 1907 (1907 May 00 - 0000 00 00)","Pacific","","","","","","Philippines","","","Philippine Islands: Luzon, Bagvio Benguet","","","Mearns, E. A.","","Catalog Number : USNM 143819","","","","","","","","Acetate:MSC:2; Radiograph Note Paper:MSC:0",,"","2073467","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36758a060-e848-4f84-a337-98e3e9dab37a"
"118394","Specimen/Lot","",1,"Rhinogobius philippinus","","Rhinogobius philippinus : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobionellinae","1907 (1907 00 00 - 0000 00 00)","","","","","Luzon","Asia","Philippines","","","Philippines: Luzon; Trinidad River, Baguio","","","Mearns, E. A.; Carpenter","","","","","","","","","Freshwater",,,"Stanford tt 23370","158840","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3bd6cb158-8e89-4243-b1c1-b7de11d1aaab"
"55623","Specimen/Lot","Types",1,"Salarias zamboangae Evermann & Seale","Istiblennius dussumieri","Salarias zamboangae Evermann & Seale : Blenniidae : Perciformes : Actinopterygii : Chordata","Holotype","Evermann, B. W. & Seale, A. 1906. Proceedings of the United States National Museum. 31 (1491): 512.","Perciformes","Blenniidae","Salariinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","","Photograph::1; Radiograph::2",,"2 of orig. 3 specs. recat. as usnm 291687 (paratypes). drawn. probably cataloged in 1906 and collected in caldera bay. 72.2 mm tl.","045935","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30f3ac5ac-5d1e-4c08-bbaf-789409ce3fe2"
"291687","Specimen/Lot","Types",2,"Salarias zamboangae Evermann & Seale","Istiblennius dussumieri","Salarias zamboangae Evermann & Seale : Blenniidae : Perciformes : Actinopterygii : Chordata","Paratype","Evermann, B. W. & Seale, A. 1906. Proceedings of the United States National Museum. 31 (1491): 512.","Perciformes","Blenniidae","Salariinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"Removed from usnm 55623 (holotype). one of these two specs. was to go to stanford university as su 10007, the other to the u.s. bureau of fisheries as u.s.b.f. 1496. for further info., refer to p. 25 of smith. contri. zool., no. 519 (springer, williams, and orrell, 1991). probably cataloged in 1906 and collected in caldera bay.","045935","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3fc56844f-4951-4961-937c-87831765bd07"
"RAD 102494","Image","Radiograph Collection",1,"Salarias zamboangae Evermann & Seale","","Salarias zamboangae Evermann & Seale : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","Catalog Number : USNM 55623","","","","","","","","Polyester:MSC:1",,"Radiograph is of a holotype; The Smithsonian NMNH Division of Fishes uses the convention of maintaining the original species name for type specimens designated at the time of description. The currently accepted name for this species is Istiblennius dussumieri. The following RAD numbers appear to be from the same lot, but were inadvertently assigned separate object catalog numbers: RAD102860, RAD102494. Therefore, we are cross referencing these RAD numbers.","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/358eefa61-50b7-4af3-8882-a7f8d6a50c4e"
"RAD 102860","Image","Radiograph Collection",1,"Salarias zamboangae Evermann & Seale","","Salarias zamboangae Evermann & Seale : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","Catalog Number : USNM 55623","","","","","","","","Polyester:MSC:1",,"Radiograph is of a holotype; The Smithsonian NMNH Division of Fishes uses the convention of maintaining the original species name for type specimens designated at the time of description. The currently accepted name for this species is Istiblennius dussumieri. The following RAD numbers appear to be from the same lot, but were inadvertently assigned separate object catalog numbers: RAD102860, RAD102494. Therefore, we are cross referencing these RAD numbers.","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3388e9ea7-9ffb-4d3e-b36a-77eff037caad"
"58045","Specimen/Lot","",4,"Sardinella hualiensis","Sardinella atricauda","Sardinella hualiensis : Clupeidae : Clupeiformes : Actinopterygii : Chordata","","","Clupeiformes","Clupeidae","","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/33e5b4b3b-bdda-4b66-a672-96d1b6ae8207"
"58055","Specimen/Lot","",3,"Sargocentron rubrum","","Sargocentron rubrum : Holocentridae : Beryciformes : Actinopterygii : Chordata","","","Beryciformes","Holocentridae","Holocentrinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/38f31feed-8c98-4962-a42a-c4a2f734e15a"
"58054","Specimen/Lot","",1,"Sargocentron spiniferum","","Sargocentron spiniferum : Holocentridae : Beryciformes : Actinopterygii : Chordata","","","Beryciformes","Holocentridae","Holocentrinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3662233ec-cc00-4fc2-ad8a-c81e89831e9c"
"58029","Specimen/Lot","",2,"Scarus niger","","Scarus niger : Scaridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scaridae","Scarinae","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/31954782f-eba0-4852-aef7-569a44bab852"
"58028","Specimen/Lot","",1,"Scarus rivulatus","","Scarus rivulatus : Scaridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scaridae","Scarinae","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3027ed5b5-872e-4792-ba1e-97ceefb18bb0"
