Museum,Catalog Number - USNM,Special Collections,Class,Order,Family,Genus species,Other Identifications,Name Hierarchy,Type Status,Type Citations,Taxonomic Notes,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition/Project,Field Number(s),Date Collected,Preparation Details (Preparation:Remarks),Inventory Status,Status Remarks,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"NMNH","35055","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3fb3f01ab-f6b8-4819-a5d5-ce9e3d3e2c36"
"NMNH","35057","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/33c484247-b74f-4abc-b9c1-9afd8bf09848"
"NMNH","35058","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3fd2e6696-df10-4fba-9cf6-40f3c6c6b910"
"NMNH","35059","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/329f32175-f189-496a-aab1-94b2909ddd4c"
"NMNH","35066","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/34e3269e4-7ed3-41b6-bf3e-0841a853873d"
"NMNH","35069","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3a23b3dfa-d406-4ff9-8de2-cdcef5049278"
"NMNH","35070","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3da859849-6f87-41c1-a8c6-b9c58c9570cb"
"NMNH","35071","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/371c0b0b3-9e0c-414f-815c-e57e6844f348"
"NMNH","35073","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/38a199e6c-c826-4819-8795-968b3d5321df"
"NMNH","35075","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3072059eb-0b89-4657-99e7-23c241a82992"
"NMNH","35077","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3c2ecc574-8c89-4c66-9629-9d7f93a449d5"
"NMNH","35080","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/34e4e4dbd-f5f7-4ea0-a66b-119e698bccd8"
"NMNH","35082","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3ec05060a-801f-4e51-9496-c7dfedd632d8"
"NMNH","35095","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/30000fd23-9dc1-4e80-b364-b209eabf534c"
"NMNH","35099","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/30e3d386f-a9ba-439a-9a29-ad22b509ef6e"
"NMNH","35101","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/342cd5a5a-2168-480d-bba9-91394e238434"
"NMNH","35104","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/303d47944-1458-4561-9929-5fabd46b4458"
"NMNH","35108","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3cdb1c580-a834-49da-92a4-14d7d3298316"
"NMNH","35110","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/3779a6fac-3209-4adb-80d7-82acef6dab3b"
"NMNH","35115","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/36353886b-787d-43ae-814b-598db23c25f8"
"NMNH","35121","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3cc087eee-c54c-4ea7-b0d3-f68b56182059"
"NMNH","35124","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/311e303dc-e6bc-466b-9b1a-d2af45737e55"
"NMNH","35125","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/319424bc9-b551-4026-885b-133f6e1cae39"
"NMNH","35126","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/38387110c-773f-44aa-a828-3c9ad3ac4e9d"
"NMNH","35127","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/3101ad4bd-0341-4b8e-bfc1-fbe96f8b3a7f"
"NMNH","35128","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/37533d35b-4b70-408f-8513-c4c5fb21f858"
"NMNH","35129","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/3f6a9bc32-6ac6-49a2-8234-83dcc85f9dae"
"NMNH","35130","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/310fe03cb-a70a-472d-81ac-0b8589954eea"
"NMNH","35131","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/336edff21-433b-4812-832d-b087c09378f1"
"NMNH","35132","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/3e8cea671-8f9d-4277-b276-add6f33e2740"
"NMNH","35133","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3bb3efef7-386f-41ff-bf9e-4b95767fdecb"
"NMNH","35134","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/3c5dc32d7-a948-4ce2-b265-304e9b0b2eec"
"NMNH","35221","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3a0303ae2-4fa8-41ba-aa4f-293a07cb4b28"
"NMNH","35222","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3cd83bfd0-e2dc-468a-b6ba-26b8495c9843"
"NMNH","35223","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/30b4f5ad7-cdba-4912-b5d1-d71a4213852c"
"NMNH","35260","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","Davao Oriental","Baganga River, East Coast Range Mountains","","","305 - 1524","","No Field Number","28 Apr 1904 to 7 May 1904 (28 April - 07 May 1904.)","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/354250165-65a7-4047-89b1-0ba49dac31d6"
"NMNH","35209","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/3c627e5b4-cb3b-4fc7-a0fb-4751498a05c5"
"NMNH","35211","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/30ae25188-b14e-448f-b23f-bb226d9b9f92"
"NMNH","35215","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/316d993eb-bdb8-490c-8aeb-e35a71df4925"
"NMNH","34925","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/30c0c6fba-3e83-4e95-96d0-6fb43f1c8221"
"NMNH","34938","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3ff777223-722e-47bb-ae78-4be6fba0b177"
"NMNH","34946","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3ee19c444-3aa6-402b-9b35-5a7020c71e02"
"NMNH","34948","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3147555bd-a9f9-40bc-bad7-6bcfd7ab433f"
"NMNH","34950","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3f0162c4b-0872-433f-804c-1dac901acf70"
"NMNH","34953","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3b5f23201-0433-4109-9ab6-3a583bd061db"
"NMNH","34955","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3475baf71-0024-451a-a529-3c1c874e30db"
"NMNH","34956","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/38561a5fb-d7bd-4031-abdd-b0431cd66bf8"
"NMNH","34958","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3b2ea9a29-5856-47a4-9cc4-450a8eb68da7"
"NMNH","34967","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c2af2541-b7e4-4b7a-9ef5-a09a3270674b"
"NMNH","34971","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/32d6d4b37-908d-4f41-97c0-d208420e892d"
"NMNH","34974","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3cc85cee3-0853-4c54-ab9a-1007ea04df34"
"NMNH","34975","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/39ad18fcc-78e9-4404-bf76-ad4eab097d5b"
"NMNH","34976","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/388229bcf-eb80-4a0c-98b4-1ada6f544f73"
"NMNH","34977","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3d4291938-8e01-4c52-9621-5093b92aaa0a"
"NMNH","34978","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3e2ed67d9-4476-4828-8d66-970e4a0967e2"
"NMNH","34981","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/36e4e2f89-ecf3-4287-84db-dfe969424b03"
"NMNH","34983","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3e84083f7-3046-45b0-a48b-8338e7d6b3cb"
"NMNH","34999","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/3fff0043e-5f14-4aa7-b27e-f06850543e48"
"NMNH","35003","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/38cb311d2-df51-4a99-834a-5da8dc17d40a"
"NMNH","35013","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/3d67444bd-1197-4579-8038-026993cf6ab1"
"NMNH","35016","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/383becd4f-e59c-4c44-a55d-d488531c7c8c"
"NMNH","35030","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/34cb2f7ab-5518-463e-a3f0-7912deaf35f6"
"NMNH","35035","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/377848eba-030d-4757-aeae-b1bb88c8bd47"
"NMNH","35051","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3bff2c872-8a69-4fff-939b-8174eef33f63"
"NMNH","35060","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3bb015bc2-d7c4-4422-98af-5f9a88c69f1d"
"NMNH","35061","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/302d394b0-b838-4dfe-8ec5-70cf4d3b5d07"
"NMNH","35063","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3deefbd6e-cfae-4488-8491-74da8d6b197e"
"NMNH","35067","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/33e767672-4a40-4dfa-8089-ff2621ca196b"
"NMNH","35072","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/376dc1c80-bdbc-4577-8837-2c9a637bbd3a"
"NMNH","35074","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3efea703a-0477-4a45-8331-952f09db6d5e"
"NMNH","35076","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/342b0376c-8968-49e5-a8b4-8961e878efc8"
"NMNH","35078","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3e4de52d3-9ef1-4b4f-ba96-c45472466144"
